Time;20230815_CLBGA_PER2_1;20230815_CLBGA_PER2_2;20230815_CLBGA_PER2_3;20230815_IMR5_PER2_1;20230815_IMR5_PER2_2;20230815_IMR5_PER2_3;20230815_NGP_PER2_1;20230815_NGP_PER2_2;20230815_NGP_PER2_3;20230815_SKNBE_PER2_1;20230815_SKNBE_PER2_2;20230815_SKNBE_PER2_3;20230815_SKNSH_PER2_1;20230808_CLBGA_PER2_1;20230808_CLBGA_PER2_2;20230808_CLBGA_PER2_3;20230808_NGP_PER2_1;20230808_NGP_PER2_2;20230808_NGP_PER2_3;20230808_SKNAS_PER2_1;20230808_SKNAS_PER2_2;20230808_SKNBE_PER2_1;20230808_SKNBE_PER2_2;20230808_SKNBE_PER2_3;20230808_SKNSH_PER2_1;20230808_SKNSH_PER2_2;20230808_SKNSH_PER2_3;20220705_GIMEN_PER2_1;20220705_GIMEN_PER2_2;20220705_GIMEN_PER2_3;20220705_Kelly_PER2_1;20220705_Kelly_PER2_2;20220705_Kelly_PER2_3;20220705_SY5Y_PER2_1;20220705_SY5Y_PER2_2;20220628_Kelly_PER2_1;20220628_Kelly_PER2_2;20220628_Kelly_PER2_3;20210601_SY5Y_PER2_1;20210601_SY5Y_PER2_2;20210601_SY5Y_PER2_3;20210309_IMR5_PER2_1;20210309_IMR5_PER2_2;20210309_IMR5_PER2_3
111.333;2064.04;1386.46;1465.45;478.312;446.259;622.821;526.783;2353.43;2264.29;45.0873;23.6137;51.1946;1075.14;1363.88;1634.87;1094.56;11555.5;10872.3;7723.87;2553.79;4188.15;54.4092;19.8932;65.808;680.471;775.654;918.512;93.3176;154.882;94.0671;11.3212;37.1742;13.9187;14.7909;37.0194;11.2159;42.9552;14.5583;77.6919;36.2612;99.9567;203.85;282.399;252.198
111.5;2062.06;1387.49;1459.69;471.502;442.909;624.235;491.827;2344.01;2236.5;45.7291;22.7326;51.3472;1063.02;1382.5;1625.35;1102.78;11463.8;10783.3;7722.35;2552.96;4191.93;55.1294;19.7939;68.9625;684.843;776.829;927.203;92.5537;159.241;93.9363;10.5524;37.1453;13.9819;14.3642;36.605;10.9154;42.7622;14.5835;78.064;35.8487;98.4827;205.511;287.45;249.593
111.667;2045.17;1360.65;1440.8;474.471;443.061;627.98;457.537;2315.95;2210.13;46.5775;22.0804;50.0073;1065.21;1382.55;1622.66;1098.04;11480.8;10732.2;7701.06;2543.54;4189.23;54.0701;19.6908;65.5417;679.161;780.203;924.539;91.2809;158.618;92.3899;10.4691;35.991;12.9926;14.1432;37.4109;10.6976;43.6271;14.389;76.819;36.4728;98.9464;206.162;285.109;250.98
111.833;2034.53;1356.34;1435.22;474.395;441.095;623.194;425.8;2290.01;2178.91;46.6419;23.4047;52.766;1074.94;1375.5;1629.07;1081.19;11444.7;10650.9;7648.93;2539.06;4164.14;53.2208;19.4924;66.4934;677.549;781.67;922.628;93.2804;155.659;92.2871;10.5283;36.6788;13.3276;14.5222;35.4015;10.5388;42.7136;14.462;76.9474;36.5013;102.085;207.007;282.769;249.348
112;2027.6;1353.57;1440.07;473.045;439.324;621.79;390.88;2264.1;2169.73;46.7123;23.8745;51.2516;1060.52;1359.7;1633.12;1078.45;11367;10578.5;7618.11;2515.92;4157.83;52.2289;20.1366;66.2136;673.114;774.225;925.374;90.1187;157.067;87.6242;10.6286;36.8261;13.5127;14.9808;36.2273;11.1007;45.0222;14.3876;78.4585;36.2348;99.2131;202.902;283.999;251.713
112.167;2032.54;1344.88;1434.79;479.561;441.978;617.432;369.109;2248.04;2137.31;45.8305;23.7798;51.9499;1059.17;1338.31;1620.91;1072.22;11293;10517.6;7537.02;2526.57;4159.64;54.7474;19.7282;66.4801;673.386;777.833;920.07;91.301;155.763;87.8986;12.0324;37.0653;14.3873;14.49;37.79;11.1175;41.8742;13.1524;78.7902;36.3203;99.3638;205.856;278.938;244.856
112.333;2014.41;1356.96;1421;473.856;439.274;620.03;343.065;2231.84;2121.97;46.0817;25.091;50.2604;1057.54;1344.12;1610.84;1073.03;11246.6;10439.1;7526.27;2506.56;4143.73;53.1069;19.4713;66.3763;679.695;776.241;922.702;89.4382;157.472;88.5168;10.7807;37.8885;15.6126;14.3016;35.8023;10.7883;43.7341;13.7757;78.6106;35.7364;96.3552;207.367;280.81;248.48
112.5;2015.39;1344.83;1417.54;473.508;437.849;615.298;313.093;2211.2;2101.1;45.6479;23.7601;51.0762;1051.81;1346.82;1617.48;1075.31;11123.6;10377.8;7514.03;2500.22;4140;52.4305;19.2461;67.5102;674.086;774.456;922.867;89.1766;151.365;87.8503;11.0876;38.0579;15.2685;14.3926;36.6947;11.2479;44.3768;14.1594;76.3937;36.6916;99.2501;202.963;276.137;248.036
112.667;2006.35;1344.45;1404.42;472.832;440.066;615.902;288.604;2191.26;2087.38;46.2257;22.0989;51.9151;1048.86;1340.55;1619.4;1059.01;11083;10341.1;7472.58;2503.81;4120.32;51.7867;18.8151;64.4866;674.831;771.941;917.166;89.2729;155.102;90.0216;10.7093;35.9395;13.5006;14.8933;37.3458;11.1456;44.1832;14.0155;76.128;35.395;102.712;207.436;272.253;247.114
112.833;1982.31;1334.16;1404.44;466.165;434.059;615.497;269.11;2164.94;2060.88;46.8097;23.6754;49.507;1044.49;1351.11;1624.1;1057.65;11074.8;10245.7;7443.45;2490.45;4111.1;52.5711;19.4286;70.1239;675.055;780.253;915.404;87.7527;153.412;87.4643;11.1327;36.8977;14.4696;14.9288;37.2549;11.0017;44.1172;14.4973;77.2398;36.3702;99.5373;209.08;278.297;247.728
113;1990.25;1329.7;1402.71;470.414;436.46;616.485;245.284;2146.28;2040.76;47.3758;23.4633;51.2065;1042.34;1312.64;1604.75;1058.46;10997.9;10158.8;7382.54;2485.21;4113.96;53.2073;19.2648;65.4523;664.396;775.824;906.935;87.3032;152.035;87.3032;10.7594;37.0264;14.283;14.5918;37.7859;10.6369;43.0782;13.7525;77.6107;36.3265;101.924;207.194;277.419;246.802
113.167;1985.12;1334.39;1389.64;470.226;432.718;615.298;227.271;2130.44;2017.86;45.8718;23.4041;50.5997;1042.82;1326.57;1611.18;1055.57;11004.1;10116.2;7363.87;2480.64;4112.51;52.3198;19.4087;65.8644;663.292;771.492;909.311;86.7774;153.641;85.4377;10.8398;36.8343;15.5532;14.2635;37.8092;11.0913;44.0005;14.4155;79.4439;35.5676;102.29;206.44;274.359;242.878
113.333;1982.55;1331.21;1390.73;471.71;434.264;614.482;210.164;2097.85;2000.41;46.4391;23.7205;51.7344;1031.27;1327.77;1592.6;1063.98;10960.6;10062;7294.61;2470.67;4101.33;54.7816;18.7689;67.2313;674.116;774.042;908.015;85.4585;153.776;84.3052;10.8584;37.2367;14.6775;15.2475;37.5919;12.0981;43.4186;13.3191;76.1776;36.431;102.77;207.423;272.617;245.333
113.5;1964.2;1322.42;1397.91;469.374;433.611;608.693;191.847;2082.07;1982.8;46.0557;23.6415;49.623;1026.69;1323.47;1596.21;1058.22;10902.7;9982.93;7229.5;2446.56;4090.48;52.9203;19.383;65.8202;670.393;770.61;904.46;85.3492;152.128;83.3321;10.1399;36.3353;13.6607;13.7908;37.7084;11.2007;43.5849;13.6141;78.6868;37.1529;101.028;207.177;271.762;241.645
113.667;1954.64;1320.93;1376.18;469.946;431.044;610.552;173.089;2054.38;1961.61;46.4239;23.3834;48.9917;1025.95;1295.82;1599.17;1056.36;10873.2;9924.2;7214.7;2437.27;4073.01;51.1977;19.3413;67.4951;669.985;776.395;909.591;88.0074;148.965;84.6513;10.7126;37.0754;13.1873;14.1005;37.663;11.1471;44.8913;14.3306;77.9777;37.3297;101.031;209.12;271.297;242.188
113.833;1949.72;1316.89;1376.21;470.398;434.246;610.072;159.816;2044.06;1948.77;47.3237;24.7232;50.6064;1029.73;1319.84;1614.88;1059.92;10811.3;9847.2;7192.96;2441.29;4058.62;53.2512;18.9753;68.5611;663.689;767.54;904.013;82.0352;148.489;82.2943;10.284;36.3961;13.99;15.0683;36.8995;11.1515;42.5683;14.1281;79.6984;36.5534;102.694;207.762;277.553;239.533
114;1943.55;1308.01;1375.06;464.847;430.589;612.328;148.97;2023.07;1918.39;46.3178;23.9136;50.7899;1032.49;1296.35;1593.59;1058.25;10757;9820.24;7188.82;2423.43;4055.81;52.5445;19.2453;64.89;669.284;765.645;899.779;82.9555;148.397;80.6816;10.2254;37.9086;13.8719;15.2434;37.6307;10.4815;45.1805;14.6794;76.4038;37.2856;102.748;204.08;272.947;238.619
114.167;1935.9;1304.67;1386.79;468.18;434.747;610.403;136.552;1991.37;1905.84;45.5093;24.1854;51.3014;1020.05;1331.33;1581.52;1054.9;10685.2;9716.23;7108.52;2420.25;4026.14;51.9364;19.3769;66.4228;660.148;762.253;907.887;84.6683;147.579;80.3714;11.2186;36.8838;14.1607;14.5671;37.655;10.1403;42.357;13.8817;77.1202;36.2525;100.869;206.12;268.605;238.103
114.333;1927.92;1285.98;1366.67;464.315;430.023;612.031;127.391;1975.88;1884.44;45.962;23.1489;52.5467;1016.73;1347.01;1585.05;1051.21;10658.8;9658.96;7043.56;2404.85;4010.23;51.4557;19.6306;66.6647;656.742;767.531;896.377;82.9716;143.511;81.2701;11.1443;37.1743;13.4956;14.7156;37.1396;10.9008;45.1151;13.2882;76.4361;36.6079;105.005;205.712;271.599;241.234
114.5;1925.79;1275.08;1372.37;462.087;431.231;603.482;120.978;1959.76;1863.99;46.6033;24.4165;52.0699;1013.49;1313.19;1584.67;1054.31;10621.7;9609.91;7035.05;2393.24;4019.66;53.0381;19.5193;64.5517;661.877;771.283;901.467;82.1308;147;79.4925;9.90427;38.7659;14.5257;14.461;37.0221;11.2319;43.0507;13.8839;79.7094;37.4946;104.244;208.98;266.524;237.606
114.667;1908.59;1276.03;1358.23;467.057;431.821;606.852;112.002;1941.94;1846.17;47.5049;23.2292;51.8473;1010.14;1288.28;1580.83;1035.93;10611.4;9558.01;6997.08;2390.73;3988.6;52.6706;20.8569;66.6008;655.603;764.073;896.898;80.2817;148.01;79.2304;11.1029;37.0088;14.9105;14.7114;35.3009;10.8921;44.3338;14.2053;79.261;36.3301;101.064;207.82;264.775;240.343
114.833;1913.43;1262.72;1332.96;463.262;431.883;612.142;102.651;1919.16;1825.96;45.6162;22.9129;49.1285;1006;1291.93;1571.01;1024.47;10501.4;9497.11;6964.8;2369.25;3991.47;51.6599;18.9787;67.1056;659.534;759.262;898.528;82.0831;146.866;78.4622;11.1291;36.2377;14.7052;14.5913;36.8642;11.0735;43.3753;14.6593;79.9631;36.5924;102.176;207.641;264.294;241.433
115;1900.74;1266.29;1320.58;465.11;432.605;606.222;96.2922;1906.01;1817.38;46.4927;23.5291;50.5122;1008.94;1273.04;1568.52;1038.5;10487.4;9379.04;6942.33;2360.2;3979.48;54.3048;18.2248;65.366;653.658;763.903;899.056;81.487;144.54;79.8582;10.8309;37.4497;15.2406;15.3177;37.9953;11.2154;43.2955;13.5501;78.5475;36.578;102.704;207.301;260.71;244.17
115.167;1877.2;1272.51;1325.44;460.066;423.212;604.736;85.6227;1890.26;1800.19;47.1704;24.066;50.9683;1000;1270.91;1572.37;1038.68;10490.6;9348.61;6904.81;2364.44;3926.15;51.1079;19.5276;66.0108;654.191;761.541;888.953;77.7228;147.496;79.2081;9.91969;36.0928;13.8739;14.5807;37.8947;11.247;43.7966;14.4429;78.0892;37.9075;101.67;207.044;260.777;242.624
115.333;1871.78;1275.01;1307.65;465.036;427.574;607.578;82.0918;1882.19;1786.06;47.7586;23.2393;49.2243;992.561;1251.56;1564.58;1032.52;10412.4;9299.73;6870.97;2348.82;3947.94;52.2842;20.1597;68.6411;656.786;749.83;892.016;78.0745;143.658;77.6996;11.0064;37.898;14.5146;14.6055;38.1768;11.6806;43.0433;14.504;81.811;37.0248;101.498;206.109;261.884;247.447
115.5;1871.59;1252.96;1316.48;462.651;425.484;601.418;78.0928;1855.45;1771.39;45.839;23.1795;47.5217;994.73;1255.83;1563.09;1033.7;10398;9249.1;6817.67;2326.86;3934.63;51.7184;19.2288;66.0781;650.249;758.612;893.213;79.1141;141.396;77.6309;11.8828;35.2802;14.6144;15.1085;36.7301;10.8605;41.8565;14.1713;76.9674;37.5631;101.418;202.938;261.41;241.43
115.667;1858.88;1253.24;1305.78;460.992;423.619;607.02;72.7639;1830.92;1757.59;46.4226;22.5384;49.5126;991.879;1282.62;1552.55;1013.95;10366.1;9170.36;6806.91;2328.65;3909.4;53.5108;19.0918;66.3116;650.607;761.152;893.635;78.0696;142.527;78.4153;11.1164;36.637;14.1341;14.8355;36.9799;10.4402;42.3905;14.7777;79.2816;37.638;102.59;206.187;260.476;239.54
115.833;1867.83;1251.94;1306.06;458.531;423.763;607.183;71.2398;1820.23;1738.18;47.4395;23.8966;51.2237;990.39;1280.19;1546.37;1013.19;10291.7;9127.82;6778.43;2313.92;3905.48;54.607;18.3055;65.6997;647.805;756.8;883.517;77.1536;141.603;74.272;11.1614;36.5381;13.7438;14.9073;38.0418;10.3804;41.9796;14.5665;78.8989;38.2136;103.142;206.279;261.818;243.253
116;1848.59;1240.42;1293.36;460.721;422.252;609.462;67.9813;1800.93;1716.29;46.5633;24.1088;50.0167;985.637;1239.06;1552.79;1023.57;10228.1;9062.19;6731.25;2299.44;3869.17;53.6986;18.8298;66.4598;643.038;760.289;884.223;77.5634;141.407;76.3825;10.973;36.8088;14.2043;14.5132;37.3101;10.3158;43.8778;13.4682;81.2229;37.3713;103.597;207.041;262.14;245.53
116.167;1844.84;1244.89;1290.95;462.189;422.04;604.06;64.6037;1782.55;1703.2;47.1297;22.3522;51.5277;981.467;1237.46;1538.06;1015.78;10207.9;8980.21;6696.19;2289.99;3862.46;52.453;19.3382;69.1255;649.642;750.305;879.801;74.7837;140.847;75.8634;10.9559;37.7445;14.5602;14.5621;36.8424;11.0741;42.1209;14.3135;78.6525;36.4352;100.602;210.29;258.764;251.232
116.333;1840.06;1234.97;1290.07;457.138;420.915;601.926;62.3103;1771.52;1690.79;46.8696;23.4717;48.973;979.571;1244.41;1538.93;1010.21;10187.8;8935.96;6701.47;2279.81;3867.34;51.0609;18.5126;66.1343;644.106;754.593;888.16;73.9925;139.146;73.6904;11.0922;37.1186;14.1448;15.3322;36.8212;11.2879;42.9396;14.6804;80.1499;37.5954;101.814;206.494;253.516;246.501
116.5;1828.24;1234.59;1282.59;458.302;421.619;595.847;62.5371;1736.51;1662.02;43.7939;23.1941;49.9797;965.696;1249.47;1531.63;1003.27;10129.5;8893.17;6664.06;2264.09;3838.67;53.1866;18.0844;64.3547;648.593;759.833;882.729;74.7427;139.838;73.9221;10.699;35.284;14.0727;14.7547;36.7959;10.8312;43.7441;14.36;81.1224;37.2364;102.889;204.83;257.811;242.853
116.667;1813.19;1232.16;1277.2;461.866;416.79;597.67;63.1761;1725.15;1645.47;46.1883;22.5204;50.518;966.877;1239.72;1528.17;1011.15;10076.5;8811.71;6667.79;2259.41;3813.86;53.6538;18.5293;64.6631;644.659;750.501;878.512;74.6413;138.571;72.4782;11.2165;38.157;14.6393;15.5005;36.6675;10.8677;43.023;13.9562;77.511;37.1412;103.941;206.774;257.666;245.402
116.833;1818.96;1241.52;1267.76;453.705;421.301;599.319;59.797;1709.78;1641.79;46.9219;23.5968;49.1418;973.231;1239.24;1519.34;996.228;10030.3;8765.22;6601.38;2248.43;3808.27;52.004;18.99;67.6415;643.142;746.714;872.33;73.7982;139.256;70.3554;10.7876;36.0276;13.8703;15.1913;38.6535;10.726;43.5404;14.6921;80.3824;36.8902;104.566;209.245;254.15;239.118
117;1799.04;1231.11;1265.07;458.011;418.896;591.592;59.4977;1704.73;1622.85;46.106;23.0379;49.4896;960.057;1211.91;1523.45;995.085;10006.5;8708.38;6590.91;2222.67;3770.37;52.0838;19.825;67.1435;639.153;751.777;869.146;72.307;138.244;71.2113;11.0014;35.9589;13.7795;15.6108;38.1965;10.5822;43.3457;14.002;79.7429;37.3616;103.434;206.409;254.316;242.966
117.167;1805.54;1222.26;1262.51;456.481;421.488;596.647;59.8245;1677.86;1600.03;46.1697;23.0754;52.2019;955.608;1216.52;1518.53;993.413;9974.25;8660.24;6581.36;2221.24;3751.22;52.0811;18.9236;68.2422;635.145;747.926;864.724;71.515;133.801;70.1469;10.4186;37.5;13.8461;15.6086;38.6167;10.9589;42.721;13.656;79.4506;38.0717;101.555;205.886;253.265;238.97
117.333;1815.85;1220.51;1256.61;459.965;420.042;596.385;59.5941;1667.12;1589.64;47.1865;23.7912;47.855;953.491;1236.58;1509.32;986.43;9964.31;8596.15;6549.87;2206.03;3738.78;52.1374;18.8701;66.1549;639.788;750.638;868.83;71.3422;134.649;70.939;10.7724;37.2189;14.0993;14.6535;37.4798;11.1633;42.3874;14.3831;79.0157;36.9895;103.429;205.218;249.073;238.051
117.5;1798.11;1214.69;1261.89;452.223;419.864;593.42;59.7571;1650.12;1572.29;47.1612;22.9512;50.9028;949.454;1227.72;1505.91;984.816;9892.92;8569.79;6520.94;2194.35;3726.33;53.3848;18.4679;67.5366;642.613;745.281;871.666;69.7302;131.474;69.0381;11.4328;36.5666;14.6654;15.3689;37.7127;10.4111;43.069;13.4784;81.4119;36.8126;101.701;205.225;248.83;235.675
117.667;1782.04;1199.16;1265.25;457.356;420.68;593.158;60.9731;1631.85;1553.68;46.7033;22.0797;50.23;944.735;1221.62;1510.86;980.628;9876.14;8482.58;6508.07;2183.12;3713.81;52.003;20.3501;66.1488;634.013;748.27;862.924;68.227;132.962;67.8381;10.6708;36.7564;14.3895;14.6781;38.7753;11.1745;43.7122;13.9173;80.6017;37.8742;102.085;205.59;250.5;236.289
117.833;1775.59;1200.12;1261.06;459.452;414.073;589.363;59.8871;1610.77;1536.19;45.6459;23.5805;49.3046;945.641;1180.22;1492.25;978.434;9851.12;8437.87;6497.05;2180.93;3682;50.673;18.9887;63.7265;633.858;744.774;865.452;69.1161;134.803;68.3954;11.2003;35.9634;13.7695;14.556;37.7873;11.5784;43.3259;15.0008;78.7928;37.0931;102.061;205.966;247.098;236.716
118;1771.16;1192.38;1251.66;454.891;416.922;593.986;58.4669;1600.65;1536.43;48.2621;23.8741;51.4931;936.263;1160.08;1491.03;979.039;9786.39;8395.61;6454.28;2162.37;3673.47;51.0294;18.8397;69.4708;636.092;744.027;858.925;69.3766;131.136;68.5405;10.6994;36.5405;14.4447;14.9073;36.4695;11.147;43.3872;14.662;80.7394;38.253;103.681;207.114;247.829;233.39
118.167;1766.72;1190.62;1246.51;457.088;418.902;597.225;57.9882;1578.15;1514.68;47.1038;22.7635;48.44;934.647;1162.93;1499.05;978.486;9779.51;8328.96;6421.06;2151.97;3654.81;52.9143;18.9915;66.0086;638.372;741.132;862.085;69.0276;131.079;65.4242;11.0424;35.7462;14.2756;15.8207;38.4516;10.6831;41.9592;14.2467;79.9234;37.2123;100.865;206.039;244.122;231.613
118.333;1748.46;1192.28;1238.95;450.912;420.387;589.17;56.9241;1571.17;1501.28;46.1009;22.9088;51.3539;933.8;1181.45;1495.83;975.036;9705.37;8299.93;6435.63;2139.08;3635.84;50.196;18.9762;65.2824;627.782;741.182;859.67;68.0175;130.685;66.0301;10.9161;35.9889;13.1074;14.8875;38.9175;11.0679;44.3353;14.0002;82.1499;37.7842;103.762;204.948;245.203;230.063
118.5;1750.2;1181.39;1233.03;452.394;418.159;586.714;57.2255;1546.02;1483.87;46.487;23.172;50.0696;931.959;1215.75;1496.2;975.212;9662.96;8225.95;6375.28;2133.55;3604.45;53.0099;18.7026;62.1395;634.228;734.972;859.177;67.0522;133.461;67.5424;11.1308;35.9919;14.0989;15.095;38.5147;10.4299;40.8458;14.1075;80.2171;37.9856;101.136;206.26;241.414;227.684
118.667;1746.33;1189.14;1238.36;453.356;415.709;592.403;55.0459;1528.53;1468.38;46.5066;23.03;50.335;923.987;1180.52;1498.39;966.901;9625.36;8190.98;6332.42;2124.86;3600.52;52.4552;19.3855;66.3707;629.199;741.33;856.789;65.8706;126.76;64.9631;10.5685;36.1258;13.0068;14.9146;38.3052;11.0336;44.1899;13.2441;81.5363;39.0923;103.546;204.012;242.794;229.417
118.833;1736.94;1185.31;1225.37;452.297;415.623;594.26;56.5479;1518.29;1461.94;45.411;22.959;50.1988;916.867;1143.63;1488.12;952.272;9620.28;8127.08;6320.15;2105.57;3571.8;52.7821;19.1359;66.0684;628.533;740.683;850.539;66.6839;127.313;66.0504;10.3779;36.949;14.6906;14.4073;36.7839;11.1861;43.1002;14.7893;80.8929;38.7412;100.071;204.944;240.472;224.162
119;1735.76;1183.33;1230.6;454.122;415.684;584.918;57.5375;1505.39;1448.91;47.6266;23.3284;48.9307;913.202;1185.62;1478.64;956.212;9576.87;8075.42;6293.3;2097.49;3548.56;52.1189;18.5438;66.477;624.753;732.687;854.887;66.4842;126.534;63.1283;11.0757;35.0857;13.3929;14.4223;39.2202;11.2614;41.9883;13.4524;81.2088;38.5335;105.227;204.399;243.53;226.922
119.167;1723.75;1187.26;1227.73;450.69;417.223;590.507;56.5893;1489.12;1422.38;46.3443;23.853;48.7529;920.325;1180.89;1478.54;964.144;9550.73;8024.19;6275.3;2082.98;3529.73;50.2288;19.1739;65.495;624.526;733.754;846.805;66.2224;127.108;64.6646;10.7277;37.7919;14.9909;14.2169;38.3978;10.8164;43.9159;14.1689;81.3337;38.2209;102.196;205.066;237.951;222.272
119.333;1704.39;1168.51;1212.93;454.15;414.525;579.088;56.5517;1478.95;1417.14;47.037;23.2886;49.4178;906.953;1155.32;1487.15;959.292;9532.87;7986.23;6265.62;2088.14;3508.99;52.862;18.9471;66.0665;619.425;744.576;849.451;62.8753;125.005;62.6161;11.6487;37.7454;14.8359;15.5676;35.4836;11.0169;42.1709;13.8227;80.3351;38.9289;102.767;206.613;241.248;223.548
119.5;1716.63;1161.82;1212.78;451.787;414.932;581.647;55.7581;1461.19;1404.67;45.3674;23.6369;49.814;907.515;1124.21;1482.69;950.16;9505.46;7952.56;6183.9;2067.18;3498.34;50.7233;17.6684;64.4632;617.858;732.568;845.797;63.7088;123.842;62.3695;11.2771;36.1602;14.5224;14.6781;38.1579;11.0338;41.9567;13.6501;83.2252;40.7219;103.693;205.245;238.463;221.818
119.667;1708.63;1177.89;1202.79;452.572;413.729;591.747;55.3996;1443.97;1393.55;46.8428;23.2213;47.2347;888.708;1129.89;1479.24;945.273;9458.01;7905.05;6107.66;2053.76;3482.43;51.3843;18.26;66.1194;616.733;730.987;847.749;63.0888;125.813;61.0002;11.4672;37.3491;14.5065;14.6777;38.1826;10.3832;42.3646;13.7848;83.1391;37.3964;103.028;207.335;236.637;221.672
119.833;1707.17;1161.48;1208.65;446.499;414.977;584.181;55.8673;1426.28;1375.72;47.0245;21.8365;48.8951;893.926;1141.89;1468.27;948.652;9416.28;7855.47;6067.17;2040.37;3459.84;52.2989;18.5021;66.0442;616.238;730.712;840.929;63.2211;126.538;62.3569;11.3674;37.7541;14.2016;14.8255;37.5297;10.0336;44.1136;14.2088;82.5544;37.2965;104.541;204.075;235.482;223.009
120;1696.28;1163.53;1203.08;451.149;412.287;585.939;54.6493;1415.94;1367.19;45.3336;22.9812;48.197;889.555;1121.49;1469.7;941.955;9399.2;7807.13;5995.25;2039.66;3446.15;51.4257;19.142;66.5167;618.204;732.796;845.416;63.8341;125.882;61.2092;10.1313;36.7486;15.088;14.2458;37.5934;10.685;43.3232;14.3508;82.7554;37.9911;102.755;203.47;239.055;220.302
120.167;1686.65;1144.17;1205.74;450.866;411.541;589.154;55.7112;1404.4;1344.13;47.9203;23.4138;48.8053;891.216;1147.5;1457.33;956.363;9364.66;7759.84;5910.2;2034.66;3411.74;50.6083;18.2095;65.8372;619.38;731.39;842.856;60.4771;124.964;59.4098;10.5536;37.5007;14.5326;14.2941;37.5598;10.0389;43.0104;13.9728;81.7739;40.0409;104.859;204.89;230.668;216.928
120.333;1687.21;1149.16;1187.75;458.96;415.908;584.523;55.2927;1389.85;1345.86;45.5481;22.8282;48.2164;879.635;1149.27;1458.15;929.353;9324.4;7729.08;5825.56;2022.45;3409.5;51.5424;19.2414;65.5519;613.044;728.481;833.923;61.2727;124.052;58.9948;10.645;37.571;14.6622;15.1568;37.5227;10.7426;42.2179;13.0645;82.902;38.4721;104.505;203.129;233.491;218.713
120.5;1682.17;1141.61;1173.98;453.18;406.562;580.756;53.4018;1369.23;1323.96;46.3001;23.7567;49.2745;885.224;1128.6;1453.35;929.574;9303.45;7692.28;5770.24;2008.01;3376.7;51.8901;19.3531;67.2989;613.214;728.498;831.97;59.1797;124.229;57.9687;10.4155;35.8394;13.8841;15.4785;37.8039;10.8594;41.5711;13.3933;84.2911;37.5443;102.832;202.357;231.149;216.498
120.667;1672.87;1134.83;1184.13;449.557;409.983;584.627;53.4888;1367.2;1319.92;48.3565;22.3789;50.3139;880.854;1106.52;1440.12;925.48;9236.63;7637.88;5722.46;1987.55;3364.51;52.7073;19.1068;66.2511;606.103;731.907;837.534;60.9119;123.13;57.7683;10.3412;35.9646;14.2826;15.2167;37.7378;10.4825;44.0002;14.0265;80.4961;39.2541;105.803;205.017;230.649;219.17
120.833;1670.78;1133.52;1182.38;449.251;409.454;580.704;55.5894;1348.09;1293.61;44.4789;22.172;48.8442;875.223;1108.39;1427.62;922.084;9219.04;7613.85;5686.63;1979.76;3348.16;51.8588;19.0934;67.659;613.715;720.61;825.427;59.879;121.89;58.1797;10.8348;36.5783;14.5149;15.9508;37.2571;10.1814;43.8564;14.0135;82.5087;38.6801;102.455;203.374;230.186;216.747
121;1650.37;1127.52;1177.98;449.135;411.841;581.522;55.7948;1329.3;1288.27;46.1483;21.8945;47.9617;869.315;1101.52;1413.69;918.716;9161.93;7554.52;5660.91;1973.55;3334.35;51.9746;17.8678;64.5147;610.102;721.967;820.91;59.3344;118.887;57.1453;10.2356;36.9832;13.8861;15.2334;38.0839;11.1904;44.885;13.6756;82.2443;36.9697;104.818;202.493;229.859;219.231
121.167;1646.48;1139.64;1167.39;445.335;409.451;577.267;55.6959;1316.5;1274.17;45.9292;22.8533;50.1784;868.802;1110.24;1424.22;912.703;9156.11;7524.7;5600.44;1962.6;3306.59;51.3856;18.9274;64.9509;601.891;717.737;823.289;57.1606;120.07;57.751;10.2847;37.9342;14.0246;14.7753;37.6374;10.9771;43.595;13.5908;82.2381;39.5239;104.7;203.36;228.733;219.586
121.333;1653.32;1129.52;1173;448.035;408.763;577.201;52.8537;1302.63;1263.21;46.2621;22.664;47.9878;864.4;1123.25;1425.91;913.089;9154.61;7504;5584.39;1964.2;3300.06;52.5223;19.2305;66.6512;609.22;724.222;829.345;56.3935;118.742;56.8981;10.1106;35.6154;14.1676;15.1352;36.8533;10.8299;43.06;13.9535;83.0055;37.5106;102.13;201.371;228.972;215.651
121.5;1641.17;1137.15;1161.19;446.26;407.237;582.712;53.2435;1294.13;1243.02;46.3554;23.1525;51.0272;857.418;1111.83;1419.15;905.637;9088.03;7454.66;5570.82;1949.06;3278.92;51.9058;17.9543;66.3628;603.152;722.178;824.173;56.4106;120.624;55.5451;11.7912;36.881;15.3304;15.1819;36.1756;10.6165;42.2826;13.6951;83.5768;37.9032;101.891;202.267;226.818;221.052
121.667;1636.23;1135.7;1154.8;447.038;407.54;582.564;52.917;1285.8;1241.34;45.4328;23.0567;47.7675;855.66;1104.42;1409.86;905.058;9080.38;7402.46;5576.28;1943.66;3266.75;51.4185;18.4989;66.6106;606.64;721.823;812.925;57.1449;119.504;54.1312;10.8175;37.3324;14.3557;15.508;37.587;10.8479;41.1406;14.6438;83.4138;36.649;103.56;200.3;224.349;218.723
