Time;20230815_CLBGA_PER2_1;20230815_CLBGA_PER2_2;20230815_CLBGA_PER2_3;20230815_IMR5_PER2_1;20230815_IMR5_PER2_2;20230815_IMR5_PER2_3;20230815_NGP_PER2_1;20230815_NGP_PER2_2;20230815_NGP_PER2_3;20230815_SKNBE_PER2_1;20230815_SKNBE_PER2_2;20230815_SKNBE_PER2_3;20230815_SKNSH_PER2_1;20230808_CLBGA_PER2_1;20230808_CLBGA_PER2_2;20230808_CLBGA_PER2_3;20230808_NGP_PER2_1;20230808_NGP_PER2_2;20230808_NGP_PER2_3;20230808_SKNAS_PER2_1;20230808_SKNAS_PER2_2;20230808_SKNBE_PER2_1;20230808_SKNBE_PER2_2;20230808_SKNBE_PER2_3;20230808_SKNSH_PER2_1;20230808_SKNSH_PER2_2;20230808_SKNSH_PER2_3;20220705_GIMEN_PER2_1;20220705_GIMEN_PER2_2;20220705_GIMEN_PER2_3;20220705_Kelly_PER2_1;20220705_Kelly_PER2_2;20220705_Kelly_PER2_3;20220705_SY5Y_PER2_1;20220705_SY5Y_PER2_2;20220628_Kelly_PER2_1;20220628_Kelly_PER2_2;20220628_Kelly_PER2_3;20210601_SY5Y_PER2_1;20210601_SY5Y_PER2_2;20210601_SY5Y_PER2_3;20210309_IMR5_PER2_1;20210309_IMR5_PER2_2;20210309_IMR5_PER2_3
36.5;1033.01;924.749;883.353;268.34;240.621;350.03;30748.7;26331.1;21586.1;56.311;30.3329;73.3785;1910.09;1218.79;758.622;830.493;9817.87;5267.49;7311.32;634.95;990.681;49.6126;17.3522;66.271;2172.79;1796.72;2413.14;385.258;470.739;398.549;20.2371;50.5277;24.4194;1072.09;1129.44;15.7305;50.4677;20.1995;44.6648;19.6994;60.4776;115.284;231.824;146.009
36.6667;1029.98;924.257;890.503;271.757;243.847;347.698;30822.8;26375.2;21669.9;55.1213;30.9242;73.8721;1893.08;1223.91;760.179;835.605;9875.36;5297.22;7340.72;638.538;991.271;48.3175;16.5832;66.9358;2157.04;1788.27;2403.09;384.701;474.322;394.272;20.3367;51.4587;23.5369;1065.68;1124.74;14.5076;50.877;19.4613;44.6757;19.349;59.1602;111.404;234.657;144.302
36.8333;1029.94;931.484;893.204;269.844;240.857;353.246;30760.2;26464.1;21894.4;57.8757;29.9881;74.4967;1885.38;1226.79;766.211;836.646;9929.59;5314.54;7364.99;640.62;1002.65;49.7814;16.5038;67.4257;2147.11;1781.45;2384.6;385.106;471.033;391.528;21.0192;50.0785;25.0079;1078.81;1133.5;15.2827;50.1465;19.2518;44.5299;18.9308;60.8691;115.908;231.034;143.582
37;1035.28;927.692;890.74;273.632;242.446;352.004;30891.6;26585;22125.5;55.7347;30.1421;74.6761;1880.7;1226.56;770;833.723;9971.3;5335.28;7420.58;648.135;997.564;50.5892;16.6676;66.6831;2140.08;1762.85;2369.01;384.701;463.586;392.229;20.9353;49.6783;23.9454;1077.72;1124.64;15.3831;49.769;19.5333;44.7495;18.8165;62.1036;114.785;233.999;143.835
37.1667;1030.86;930.516;893.061;279.297;246.092;356.779;30888.8;26610.9;22246.5;56.6896;30.7721;74.3697;1865.27;1235.31;770.622;837.483;10067.5;5370.49;7461.98;649.135;1010.27;51.0514;16.9782;67.667;2119.92;1745.67;2352.26;377.913;467.152;387.375;19.7191;51.7758;23.0241;1079.1;1134.9;15.446;51.2654;19.2355;45.6843;19.2518;62.7108;113.764;232.648;145.251
37.3333;1035.49;926.027;895.324;274.826;245.17;355.153;30925.9;26528;22313.1;57.4314;30.4889;75.0758;1856.31;1235.65;769.558;830.497;10127.7;5407.06;7487.69;650.94;1014.91;47.6888;17.4124;67.4371;2098.43;1743.59;2332.24;380.309;461.266;385.625;19.6047;52.0227;22.5682;1078.28;1134.59;16.8551;50.1334;19.4967;43.9476;19.2568;60.123;111.86;226.83;142.307
37.5;1037.42;927.116;899.694;276.391;248.923;358.438;30865.6;26725.7;22327.9;57.8539;30.1049;73.8582;1843.2;1231.88;774.765;835.024;10159.7;5447.58;7529.3;656.294;1014.87;49.8145;17.5214;66.9459;2083.32;1716.58;2323.5;373.556;460.254;379.405;19.2956;49.4914;23.341;1094.26;1140.12;16.0289;49.6067;20.0098;43.982;19.6172;59.8657;114.916;227.944;146.582
37.6667;1039.89;933.328;909.504;275.499;249.459;359.655;30790.6;26684.1;22236.1;54.2722;29.5103;73.6552;1830.57;1236.25;776.799;836.301;10238.5;5461.46;7577.56;658.304;1022.35;50.3973;16.7454;68.0488;2067.46;1705.04;2299.05;370.482;451.7;377.97;19.8161;50.0562;22.9983;1087.33;1140.5;16.2529;50.6583;19.8027;45.9454;19.6754;59.7938;110.812;227.378;149.131
37.8333;1036.32;928.455;899.355;282.23;248.057;361.66;30622.5;26755.1;22186.4;57.4039;30.016;74.8368;1814.94;1249.72;778.013;847.378;10286.2;5491.18;7624.06;662.102;1033.63;50.8647;16.6217;66.7218;2058.88;1697.34;2296.73;373.156;456.625;378.16;19.794;52.5026;23.9097;1097.12;1138.72;16.0863;51.8742;20.2695;44.6167;18.6172;62.5018;113.69;225.786;143.652
38;1043.24;939.674;898.345;282.702;249.383;359.15;30704.6;26927.7;22309.6;56.4236;29.5326;76.8226;1814.98;1238.05;787.169;846.301;10345.3;5524.8;7628.52;664.447;1034.95;48.7415;16.3083;65.865;2033.93;1681.6;2277.2;368.918;450.561;374.183;19.0505;50.8316;23.0596;1093.04;1139.75;15.9025;52.2442;21.1036;46.3527;19.8057;61.0846;113.652;227.658;144.416
38.1667;1039.11;934.855;900.106;277.339;254.379;361.418;30763.6;26953.2;22356.7;55.919;30.7998;73.4853;1802.78;1249.26;786.124;845.892;10424.4;5540.77;7670.98;665.956;1037.29;49.9035;16.403;67.3168;2023.83;1665.79;2267.07;364.067;448.121;372.328;19.9769;51.2817;22.9121;1107.67;1142.31;15.5425;50.553;20.0401;44.9569;20.2691;60.0853;114.448;225.579;146.841
38.3333;1039.52;939.913;908.494;282.508;248.615;365.388;30889.1;26992.6;22507.3;55.1159;31.3793;74.2029;1788.41;1247.61;786.049;849.82;10465.4;5580.46;7717.67;675.145;1048.69;49.9688;17.4692;65.5995;2004.3;1642.53;2242.31;362.335;447.635;368.994;19.3886;51.7251;21.7232;1116.66;1145.34;16.3289;51.7363;20.0153;45.7619;18.5796;61.316;109.574;229.921;146.069
38.5;1044.95;938.922;906.212;283.059;254.778;363.774;30998.5;27115;22582.1;56.5518;29.5555;75.1509;1769.09;1254.87;795.698;848.03;10511.1;5621.29;7743.44;668.977;1051.83;48.9941;17.6416;68.2984;1974.57;1630.42;2233.63;360.663;442.009;365.3;19.2059;52.1919;22.8923;1108.81;1132.38;14.9817;51.5579;20.6796;44.2044;18.9944;61.1227;112.433;226.572;142.972
38.6667;1053.68;947.549;914.924;286.368;253.101;367.509;31113.1;27165;22565.6;56.4197;30.0445;74.9259;1764.32;1254.01;795.192;855.799;10566.8;5633.44;7798.67;673.409;1054.99;49.7853;17.8704;65.3795;1975.22;1619.98;2203.89;358.893;439.306;365.064;19.5333;50.0101;22.7456;1126.63;1144.51;15.857;51.3656;20.3067;45.429;19.5937;62.7645;113.03;224.122;142.808
38.8333;1051.65;942.384;914.382;286.525;256.787;364.494;31122;27165;22720.6;56.7161;30.0124;74.3972;1745.62;1261.82;788.848;853.653;10636.3;5675.58;7837.62;679.158;1058.72;49.9942;17.3726;65.7925;1948.39;1612.34;2202.56;359.077;436.246;361.585;18.6862;50.026;22.7266;1129.11;1150.9;15.9389;50.971;20.3511;43.7378;20.4179;60.4382;111.025;225.073;144.154
39;1059.53;950.002;911.193;288.994;257.351;369.055;31237.7;27095.8;22714.3;54.8785;30.347;74.8224;1737.35;1265.65;792.879;859.694;10702.5;5688.01;7880.78;678.025;1074.74;49.7751;16.7013;63.8619;1931.84;1596.12;2179.89;358.92;437.323;358.892;19.6683;50.7512;20.7673;1131.09;1158.3;15.2875;51.0656;20.0239;45.0878;20.0418;59.1519;114.199;224.512;145.152
39.1667;1062.88;955.719;912.619;289.696;262.973;374.523;31123.9;27195.8;22566.2;57.4242;30.2638;74.0821;1726.65;1265.14;800.073;860.255;10758;5735.47;7911.42;687.144;1072.31;48.5224;17.412;65.1707;1923.3;1581.7;2163.63;353.021;430.795;350.771;18.5382;52.0531;21.8288;1133.92;1149.74;15.3392;50.6689;21.0879;46.5672;20.7372;60.0651;113.884;224.662;145.088
39.3333;1061.41;952.851;917.208;292.874;260.269;371.923;30854.6;27422.4;22562.6;54.8955;30.7632;76.3517;1706.97;1273.53;806.07;856.973;10805.8;5754.44;7954.07;690.41;1082.26;50.2147;17.4909;65.749;1896.35;1572.32;2146.99;348.829;431.402;351.107;18.5201;50.4383;21.6539;1140.96;1158.1;14.6474;51.707;19.8388;44.8556;19.4886;62.2054;112.496;226.657;142.529
39.5;1061.7;958.626;917.206;292.218;258.258;373.623;30880.1;27469.2;22496;55.8705;30.8538;73.6145;1693.21;1284.77;809.193;864.139;10884.6;5763.32;7994.21;692.672;1080.3;48.6061;15.6347;66.6647;1891.13;1555.2;2132;346.345;426.253;355.142;18.5073;49.4881;21.9658;1145.04;1159.22;15.8266;51.5892;19.9994;44.5059;19.9115;60.5336;112.334;220.987;146.306
39.6667;1071.91;957.622;926.055;294.713;258.585;378.116;30794.1;27590.8;22476.3;56.2378;30.4909;76.419;1693.43;1280.23;804.56;869.177;10937.1;5792.67;8034.74;698.714;1089.64;49.8483;17.451;66.3241;1862.92;1542.2;2098.82;349.093;427.399;345.965;19.0186;52.3084;20.7168;1159.38;1159.62;15.6968;50.2722;19.7123;45.9081;19.5321;61.0795;113.393;225.964;143.687
39.8333;1075.27;965.192;930.485;294.752;262.539;380.831;30662;27698.6;22821.7;56.9928;29.6559;74.3895;1675.51;1293.41;811.131;864.91;10989.8;5825.31;8054.5;703.847;1101.72;48.7865;18.4825;67.0361;1858.62;1530.62;2103.54;345.075;419.051;344.354;17.7068;52.0791;20.0576;1158.8;1161.05;15.1216;51.3861;21.1534;45.0266;19.4369;60.7453;112.393;224.629;144.152
40;1064.44;969.971;933.827;291.96;266.983;379.912;30741.6;27734.5;23015.7;56.9811;29.1445;74.9782;1663.6;1298.93;815.038;871.703;11030.8;5864.76;8095.01;708.458;1092.42;49.5667;17.7473;65.7648;1843.32;1516.49;2065.65;339.514;417.702;338.751;17.6744;49.0182;20.9802;1168.66;1172.42;16.2306;52.5267;20.6791;45.0869;19.912;63.0189;111.697;224.105;146.264
40.1667;1082.38;969.627;931.108;298.354;267.26;378.543;30793;27765.4;23105.9;56.8024;29.5846;73.6198;1654.44;1294.14;822.561;872.997;11095.4;5890.75;8115.5;719.545;1112.47;50.4161;17.9201;65.9745;1822.99;1500.05;2061.75;334.439;417.657;333.285;18.3321;50.3815;19.9536;1172.05;1164.38;15.4119;52.8839;20.2865;43.8948;20.4088;61.7305;111.683;225.182;145.792
40.3333;1083.7;971.911;936.516;295.104;262.414;381.425;30718.8;27845.6;23262.7;57.1781;30.3852;73.8109;1645.34;1298.82;819.375;872.981;11147.2;5898.39;8155.39;714.752;1115.72;50.7338;17.5182;65.0757;1803.08;1477.94;2033.83;335.436;411.582;336.055;18.2483;50.6429;20.8436;1180.06;1178.69;14.9979;52.495;20.6459;44.8065;18.9737;58.5425;112.062;221.074;145.195
40.5;1086.56;979.02;942.506;297.735;271.535;387.568;30869.4;27906.6;23207;55.0733;30.0353;74.4682;1625.45;1311.15;834.633;887.552;11190.3;5933.92;8186.2;715.383;1125.04;50.6324;17.8913;65.4576;1790.07;1470.05;2035.15;328.956;414.108;332.935;16.7424;51.4003;21.3942;1184.7;1168.3;16.379;52.5282;20.6821;46.2337;19.4157;60.8599;110.585;227.336;143.197
40.6667;1094.99;983.651;935.627;298.075;271.086;392.159;30723;28014.2;23035;55.2757;28.9916;73.5557;1619.5;1305.36;831.114;882.115;11263.7;5955.07;8211.02;723.277;1126.35;50.5601;18.5365;67.2391;1769.55;1451.58;2003.94;329.556;407.725;329.225;17.1227;51.4918;19.739;1195.51;1177.33;16.2819;51.6848;21.3747;44.6528;21.2024;60.6511;109.391;222.719;145.575
40.8333;1092.38;992.672;944.507;300.062;270.204;387.261;30556.6;28074.7;22846.6;56.5657;30.3844;72.4993;1610.68;1312.22;838.121;879.428;11291.9;5982.75;8246.85;725.464;1128.35;51.0497;18.0123;64.3884;1759.77;1450.39;1999.9;323.824;403.262;323.161;16.8032;49.0284;19.8339;1194.48;1181.73;16.6707;52.1953;19.8826;47.1127;20.0285;62.5549;112.328;231.746;145.791
41;1096.64;995.197;950.363;301.513;273.269;386.798;30594.9;28095.3;22557.6;56.0594;29.716;77.5516;1599.49;1320.15;839.486;886.282;11339.1;5986.25;8299.48;729.411;1135.55;49.5084;17.3603;65.3674;1745.09;1427.21;1981.69;325.287;406.752;325.935;16.8372;49.5005;20.8123;1206.54;1173.12;16.81;52.3413;20.452;44.57;18.9239;59.2978;114.523;225.008;143.077
41.1667;1103.78;1000.73;953.259;299.358;273.246;387.639;30438.4;28195.6;22373.1;57.3716;30.1381;73.9336;1587.3;1321.42;843.894;898.565;11432.1;6042.23;8304.62;727.231;1142.07;49.5982;17.156;65.2073;1740.55;1432.41;1959.19;325.183;401.008;325.269;16.9775;50.0137;19.4024;1219.07;1187.11;16.2507;51.1118;21.0094;43.9697;19.093;58.7625;111.468;227.775;140.823
41.3333;1104.7;998.926;958.937;301.979;270.668;387.798;30407.4;28290.7;22333.9;55.8901;30.65;74.1574;1585.78;1334.43;844.199;891.375;11455.2;6051.77;8325.21;733.217;1150.4;50.2003;18.037;66.8176;1723.2;1407.11;1956.06;321.125;399.365;316.876;16.4102;50.5682;19.3101;1214.44;1191.59;16.1724;51.1239;20.915;46.6793;20.1482;61.3781;110.774;227.912;144.029
41.5;1119.7;1008.92;965.442;303.5;270.191;392.086;30341.7;28278.1;22390.2;55.3716;30.019;76.1668;1582.36;1339.16;857.047;894.777;11459.7;6074.63;8366.87;740.808;1152.47;49.8216;17.5451;66.3418;1694.97;1393.96;1934.33;318.792;393.08;317.941;17.0136;51.0091;18.6982;1229.17;1188.1;16.2605;52.6179;20.7612;46.8921;19.726;60.7729;113.984;232.749;143.018
41.6667;1119.74;1005.17;967.819;302.384;278.936;394.348;30074.6;28260.5;22476.4;55.4692;30.043;74.6757;1570.91;1326.77;857.396;903.175;11535;6083.8;8403.92;744.432;1159.12;48.8482;16.3703;64.637;1683.86;1391.22;1914.18;314.562;391.825;312.472;16.0088;49.5107;19.2906;1233.97;1201.15;15.7341;50.4317;20.827;46.0553;19.528;60.5335;112.229;228.499;143.617
41.8333;1122.63;1016.3;966.916;306.107;278.564;392.156;29888.8;28481.3;22677.1;56.5202;30.3593;75.0893;1560.78;1349.31;860.675;905.074;11602.9;6120.03;8392.2;745.639;1172.31;51.0484;17.37;66.5748;1687.92;1378.08;1901.05;309.799;387.205;310.389;16.89;49.3248;18.5986;1245.73;1190.92;15.6538;51.934;21.3297;45.5305;20.4182;62.4045;112.657;231.205;145.157
42;1134.58;1019.17;972.325;307.089;277.968;394.013;29840.7;28515.9;22781.5;54.8813;30.5847;75.1664;1563.82;1342.96;863.948;909.445;11680.2;6127.77;8447.69;752.201;1169.2;52.2575;18.1652;66.6454;1662.75;1362.97;1898.94;309.197;387.465;307.569;15.7879;49.5838;18.181;1255.79;1202.03;16.3028;51.5592;21.0654;45.4722;19.9787;63.5248;111.766;231.459;143.61
42.1667;1129.15;1026.49;979.659;308.981;281.509;398.411;29466.2;28543.5;22905.1;56.3677;30.4152;75.3988;1551.65;1350.51;869.436;909.668;11700.3;6155.25;8482.04;748.388;1178.19;51.5097;18.1494;65.6186;1650.51;1346.34;1884.28;307.444;389.037;304.65;15.4942;49.1093;19.5251;1264.95;1215.6;16.119;51.5375;20.4026;45.6052;19.8413;61.6102;110.181;234.101;144.965
42.3333;1143.23;1027.29;979.761;309.427;281.524;399.234;29157.5;28600;23000.6;55.9333;29.3887;76.245;1551.73;1365.75;868.574;915.645;11709.8;6187.34;8495.97;754.141;1184.93;49.4488;18.4793;67.0293;1647.03;1343.09;1867.53;307.597;380.849;299.575;15.3678;47.6129;18.1575;1272.83;1215.53;16.3004;54.9711;20.4816;45.6188;19.2169;64.6157;111.841;231.801;141.231
42.5;1147.96;1031.15;990.402;308.424;282.087;397.441;28903.1;28488.7;22990.7;56.0479;30.5276;73.5683;1543.58;1366.01;882.173;915.519;11781.2;6194.26;8542.82;754.622;1195.61;48.1246;17.6259;67.3716;1628.26;1333.91;1847.58;303.653;377.741;300.698;14.7205;47.7062;18.0922;1270.5;1210.64;17.2759;53.9529;20.5844;45.813;19.2882;61.2489;110.2;230.563;144.539
42.6667;1154.65;1032.23;992.874;315.747;282.509;400.2;28517.7;28421.7;22905;55.6201;30.446;73.318;1542.75;1367.2;882.299;927.648;11813.4;6222.58;8528.63;761.922;1198.41;50.688;18.0397;66.2777;1628.13;1327.94;1825.8;299.436;374.818;297.821;15.2343;49.1659;18.4735;1286.76;1222.16;17.0148;50.7707;19.9619;46.1208;20.7642;59.9418;111.388;233.562;143.611
42.8333;1153.44;1046.62;989.669;311.061;279.908;400.45;28380.3;28424.9;22895.2;56.7973;29.574;71.2576;1533.68;1375.31;890.728;933.554;11863;6231.86;8542.63;770.096;1206.05;50.6484;18.1671;63.5573;1619.82;1314.99;1825.15;299.893;376.052;296.895;14.7195;47.9039;17.6252;1290.1;1215.7;16.9948;52.2152;21.3772;45.8059;20.1573;62.169;111.886;231.396;145.125
43;1169.43;1043.83;1000.78;315.413;283.918;399.881;28380.1;28432.2;22847.5;56.6251;29.709;71.217;1534.39;1382.59;884.371;935.616;11903;6258.17;8590.34;776.812;1214.1;50.9369;17.8776;64.2223;1590.4;1297.8;1810.02;298.63;367.516;291.116;15.5286;47.9954;18.2847;1296.03;1225.66;16.5504;51.7134;20.0821;46.9326;20.3166;60.5873;111.681;234.146;143.194
43.1667;1172.46;1057.21;1008.93;314.464;286.338;410.735;28292.6;28655.6;22838.3;53.1255;28.4167;72.8387;1537.34;1378.76;897.793;930.857;11936.2;6260.42;8579.47;775.554;1216.54;50.132;18.7708;64.5798;1590.04;1297.09;1791.94;294.905;367.7;288.923;15.1596;47.6685;18.3776;1312.36;1223.26;16.56;51.2695;20.6368;46.1811;19.2466;60.0847;112.326;229.424;142.851
43.3333;1172.47;1064.18;1005.76;311.86;285.312;406.681;28370;28823.4;22847.9;56.3929;30.0045;72.176;1528.57;1396.19;904.886;935.729;11977;6279.33;8608.71;777.942;1214.95;50.2293;17.6405;64.0456;1591.07;1292.51;1787.7;291.566;368.129;288.741;15.7597;49.4544;17.7414;1309.33;1229.14;17.321;54.9658;20.8745;46.3601;20.7122;61.1819;111.565;238.966;143.849
43.5;1187.22;1072.76;1015.29;315.434;287.374;411.242;28432.7;28939.6;22907.6;55.0239;30.9284;74.2365;1538.05;1397.45;907.117;937.611;11983.7;6299;8654.02;786.883;1226.05;50.6237;18.2594;65.2329;1576.93;1287.76;1768.45;294.614;369.215;284.2;15.0618;46.3305;16.9045;1326.67;1228.57;16.8171;50.0152;20.4584;45.7002;19.7544;59.4052;113.446;231.848;143.318
43.6667;1188.26;1079.68;1025.22;316.337;290.385;409.206;28594.5;28852.1;22984;54.9692;28.9565;72.7786;1532.53;1412.09;910.82;951.022;12023.6;6314.58;8654.59;785.366;1232;49.9942;18.1175;64.1788;1570.66;1269.99;1765.97;292.922;360.995;283.174;14.4579;47.9324;17.8172;1332.26;1238.55;17.0721;51.3083;20.9631;45.7947;19.2915;60.8744;113.566;232.683;147.064
43.8333;1197.11;1078.74;1028.92;318.118;290.226;413.576;28728.8;28666.9;23123.2;54.5465;30.0071;76.0024;1540.86;1412.88;915.951;946.684;12094.7;6314.57;8634.12;795.331;1239.7;50.0494;17.016;63.5778;1561.31;1262.19;1751.12;287.541;359.917;282.12;14.543;47.33;17.3276;1338.06;1236.05;17.2267;51.5577;21.2741;44.8964;20.344;64.5994;112.139;232.484;146.465
44;1204.54;1084.58;1031.73;320.633;292.213;409.517;29030.8;28727.5;23225.2;56.0036;29.64;73.3515;1536.03;1418.72;929.6;949.087;12093.4;6358.19;8693.37;797.12;1245.08;50.2343;17.2049;62.6551;1546.58;1258.53;1748.91;283.103;361.406;280.797;14.5719;46.9004;17.431;1348.82;1241.11;16.1302;52.4826;21.2478;45.3136;19.7918;62.7843;109.411;237.613;145.504
44.1667;1211.34;1101.11;1027.44;320.658;291.212;410.01;28907.7;28624.5;23273.7;54.2166;30.0481;72.883;1542.92;1417.06;919.236;958.985;12111.8;6366.45;8680.32;804.774;1262.66;50.9646;18.1924;66.3584;1541.12;1252.31;1734.85;282.923;355.417;277.502;14.6597;47.5792;17.5454;1350.87;1242.97;16.2398;52.8456;21.4736;45.082;20.4814;65.2422;109.847;235.828;144.09
44.3333;1222.41;1109.16;1042.93;320.774;291.66;408.024;28861.3;28666;23421.3;54.1238;30.2613;73.2528;1543.33;1436.23;936.12;961.87;12143.3;6347.62;8681.73;807.611;1255.48;51.0542;17.2776;64.1953;1538.56;1250.51;1727.97;284.453;353.384;276.083;13.4985;49.0779;18.0525;1358.04;1254.18;17.0718;53.1443;22.0968;44.4332;19.3658;61.7316;111.407;235.708;143.889
44.5;1228.66;1100.22;1045.6;322.709;292.699;413.7;29013.4;28873.4;23515.1;55.1502;29.7116;74.2831;1547.07;1429.37;938.026;965.837;12162.2;6387.67;8727.72;811.005;1269.52;50.745;18.9153;64.5396;1524.13;1243.67;1721.99;282.477;355.725;274.123;14.3452;46.7123;17.4589;1364.31;1250.81;15.9647;50.7804;21.2132;45.0592;19.7463;60.8488;110.724;239.05;144.989
44.6667;1237.55;1124.28;1056.29;318.915;293.528;417.435;29084.2;28939;23555.4;56.5231;29.9769;74.9097;1556.02;1428.35;944.037;967.31;12200.7;6415.58;8729.47;813.224;1268.19;51.83;18.1655;64.0398;1531.46;1241.37;1720.55;272.919;353.434;271.261;13.5946;47.444;16.5694;1372.91;1251.89;17.1754;51.5523;22.046;46.9379;19.7665;61.1437;110.085;238.973;145.43
44.8333;1239.65;1120.81;1058.54;326.868;295.816;414.822;28944.7;29202;23623.4;54.0886;29.7833;73.4432;1561.33;1446.07;949.796;971.238;12220.5;6423.15;8729.47;820.49;1275.35;51.6601;17.6689;62.8773;1529.13;1230.92;1701.45;275.149;349.525;271.471;13.1742;46.7641;18.1491;1384.68;1271.86;16.0552;54.6794;21.1246;45.4794;20.719;61.1515;114.69;239.226;144.34
45;1246.25;1129.96;1065.29;326.047;297.603;419.083;29099.9;29290.2;23740.1;55.8364;29.2265;72.4101;1575.51;1438.81;958.004;969.398;12252.5;6434.65;8760.93;819.248;1285.47;51.8405;18.5228;63.8394;1524.04;1228.36;1717.27;276.183;353.005;269.062;14.0274;46.7295;16.9274;1403.83;1263.62;16.3727;53.5861;21.2879;45.8307;20.3429;60.6274;108.726;239.372;145.003
45.1667;1253.43;1143.06;1071.81;328.196;300.194;417.545;28927.8;29222.7;23782.1;53.8753;28.6889;73.792;1583.25;1452.14;953.296;983.812;12282.1;6454.18;8742.53;823.613;1293.82;51.1365;17.2436;61.1084;1518.02;1224.31;1697.79;272.328;346.563;272.386;14.2174;46.24;17.81;1405.33;1278.94;16.2779;51.8942;21.1289;47.1489;20.6177;60.7727;110.568;236.908;146.401
45.3333;1258.56;1147.34;1075.06;325.727;300.685;424.655;28601.7;29237.9;24099.9;52.7873;29.3985;71.5819;1586.39;1461.26;969.301;978.38;12319.7;6464.87;8767.34;828.654;1298.32;52.3667;18.3577;66.0893;1506.12;1213.58;1686.91;272.23;344.462;267.277;13.3456;44.6326;16.69;1417.14;1281.08;17.3186;53.6371;20.5961;44.6492;19.6514;58.5598;111.894;237.669;146.873
45.5;1267.16;1155.98;1084.66;327.019;302.778;416.389;28387;29129.1;24404.9;57.4572;28.8849;74.0063;1587.65;1464.57;967.985;987.769;12329.1;6454.18;8760.81;831.585;1314.72;50.0283;18.3314;65.0266;1504.83;1213.09;1675.95;269.865;345.586;263.4;13.3647;45.8125;17.18;1418.11;1284.08;17.5798;52.9715;21.9138;47.4516;20.7883;61.4564;112.432;240.74;144.612
45.6667;1279.51;1159.44;1091.88;327.362;303.672;421.336;28420.5;29149.3;24683;55.6056;30.775;73.2739;1597.85;1478.11;976.908;985.632;12337.9;6473.77;8781.09;843.653;1305.15;51.5616;17.9242;66.9605;1502.31;1207.38;1671.55;265.848;341.09;265.733;13.6224;45.7205;16.8916;1437.4;1293.87;16.8923;52.8353;21.5705;46.7283;20.0954;60.5773;111.63;237.582;148.31
45.8333;1280.57;1161.56;1093;330.669;303.587;424.855;28405.6;29246.4;25012.5;55.9471;27.9711;74.4896;1611.82;1489.25;983.064;992.062;12385.4;6484.08;8739.4;846.512;1316.64;51.0158;18.2512;65.9444;1511.65;1216.33;1673.2;268.157;342.952;261.005;13.2375;46.8315;16.8534;1439.18;1299.69;16.5518;53.4722;21.9384;47.205;20.2363;60.3069;109.141;244.51;148.658
46;1289.42;1168.56;1095.94;327.765;305.583;425.11;28389.4;29404.8;24949.9;54.0227;29.6806;72.0738;1615.06;1486.09;981.354;997.521;12387.1;6505.88;8761.59;847.723;1315.48;50.1184;18.1396;64.4421;1505.77;1201.24;1670.03;265.236;343.87;258.461;14.1107;45.448;16.6734;1445.53;1310.85;16.3824;53.9581;21.3493;45.4742;20.2001;60.1463;112.682;239.933;147.845
46.1667;1295.43;1188.16;1117.96;331.528;303.495;428.893;28356;29495.9;24885.6;55.7974;28.4361;72.1085;1630.59;1495.68;997.618;996.473;12401.7;6541.34;8755.68;849.61;1338.3;50.7854;17.6485;63.8375;1497.7;1201.72;1672;263.294;341.197;256.598;13.4205;44.6358;17.386;1448.9;1302.96;16.6611;53.6018;20.9009;47.3583;19.5471;59.1428;112.961;242.599;149.617
46.3333;1299.17;1189.9;1120.66;332.719;307.362;427.626;28242.2;29432.1;25022.2;54.6861;30.1906;73.7681;1633.38;1503.66;1001.51;1010.35;12441;6541.63;8796.53;852.701;1342.25;50.6476;18.21;65.2675;1504.08;1198.78;1670.31;266.242;336.972;257.037;13.6602;45.2908;16.2786;1468.55;1311.32;16.6056;55.3214;21.639;43.7296;20.0976;58.8541;112.586;248.023;150.153
46.5;1303.75;1205.86;1125.74;329.908;307.886;422.186;28242.1;29362.8;25054.4;56.0746;28.642;70.3439;1650.7;1496.79;999.231;1012.29;12450.9;6553.04;8782.41;861.201;1353.37;52.136;18.4581;65.635;1500.74;1199.91;1655.97;260.322;331.735;253.734;13.3222;44.8504;17.0112;1467.22;1311.96;17.4711;50.7002;20.9764;46.1935;21.1434;59.8201;112.239;242.18;150.62
46.6667;1324.01;1197.23;1125.16;331.981;303.741;427.705;28121.6;29446.3;24756.2;53.6833;30.1369;72.5783;1663.53;1521.7;1008.22;1015.1;12462.3;6556.34;8790.99;863.225;1350.5;50.4125;18.1295;65.6481;1507.51;1202.34;1656.87;263.503;333.641;252.744;12.4716;45.4559;17.1542;1473.91;1318.35;17.1406;51.9479;21.9368;45.1518;20.0003;60.3784;109.026;243.37;150.869
46.8333;1316.68;1214.72;1132.17;331.39;309.135;437.515;27812.7;29191.8;24503.1;54.3623;28.4541;74.6938;1674.92;1511.32;1007.86;1012.69;12487.8;6561.84;8753.78;872.25;1357.49;52.0548;18.5881;67.1951;1500.52;1201.37;1658.96;262.714;334.069;252.894;12.6378;45.715;15.9597;1484.83;1324.6;17.2307;51.8792;21.0126;46.5603;20.5509;61.8943;111.555;243.169;153.007
