Time;20230815_CHP212_BMAL1_1;20230815_CHP212_BMAL1_2;20230815_CHP212_BMAL1_3;20230815_IMR5_BMAL1_1;20230815_IMR5_BMAL1_2;20230815_IMR5_BMAL1_3;20230815_Lan5_BMAL1_1;20230815_Lan5_BMAL1_2;20230815_Lan5_BMAL1_3;20230815_NGP_BMAL1_1;20230815_NGP_BMAL1_2;20230815_SKNBE_BMAL1_1;20230815_SKNBE_BMAL1_2;20230815_SKNBE_BMAL1_3;20230815_SKNSH_BMAL1_1;20230815_SKNSH_BMAL1_2;20230815_SKNSH_BMAL1_3;20230808_CHP212_BMAL1_1;20230808_CHP212_BMAL1_2;20230808_CHP212_BMAL1_3;20230808_Lan5_BMAL1_1;20230808_Lan5_BMAL1_2;20230808_Lan5_BMAL1_3;20230808_NGP_BMAL1_1;20230808_NGP_BMAL1_2;20230808_NGP_BMAL1_3;20230808_SKNAS_BMAL1_1;20230808_SKNAS_BMAL1_2;20230808_SKNAS_BMAL1_3;20230808_SKNBE_BMAL1_1;20230808_SKNBE_BMAL1_2;20230808_SKNBE_BMAL1_3;20230808_SKNSH_BMAL1_1;20230808_SKNSH_BMAL1_2;20230808_SKNSH_BMAL1_3;20220705_GIMEN_BMAL1_1;20220705_GIMEN_BMAL1_2;20220705_GIMEN_BMAL1_3;20220705_Kelly_BMAL1_1;20220705_Kelly_BMAL1_2;20220705_Kelly_BMAL1_3;20220705_SY5Y_BMAL1_1;20220705_SY5Y_BMAL1_2;20220705_SY5Y_BMAL1_3;20220628_Kelly_BMAL1_1;20220628_Kelly_BMAL1_2;20220628_Kelly_BMAL1_3;20210601_CHP212_BMAL1_1;20210601_CHP212_BMAL1_2;20210601_CHP212_BMAL1_3;20210601_SY5Y_BMAL1_1;20210601_SY5Y_BMAL1_2;20210601_SY5Y_BMAL1_3;20210309_IMR5_BMAL1_1;20210309_IMR5_BMAL1_2;20210309_IMR5_BMAL1_3;20210309_SKNAS_BMAL1_1;20210309_SKNAS_BMAL1_2;20210309_SKNAS_BMAL1_3
106.167;20.6774;48.3901;17.2481;143.027;123.916;310.155;5743.12;5473.84;5356.01;77.3031;26.1557;4656.78;6330.55;350.334;239.046;160.935;201.292;23.5026;52.4167;21.7925;5272.71;4932.66;3798.97;2471.95;2238.21;2187.37;798.659;690.718;1023.74;6927.96;11510.4;12288.4;250.53;340.195;268.098;162.535;149.708;180.461;38.9861;14.6839;50.2168;39.8367;13.672;50.8355;46.3994;14.2878;51.0428;12.2433;36.8284;14.761;68.0584;115.637;61.5327;57.4968;15.5921;51.1738;54.0774;176.005;181.517
106.333;20.7641;49.252;16.6984;133.187;122.768;302.07;5763.29;5489.64;5360.03;74.1439;25.374;4655.99;6304.96;347.363;239.942;159.502;203.868;23.159;52.6362;22.3173;5288.86;4951.67;3796.44;2474.11;2237.03;2196.84;789.811;686.915;1029.27;6928.4;11516;12224.3;249.231;343.978;267.297;163.577;149.784;180.791;37.1;14.8193;49.2455;41.0473;13.307;51.0002;45.126;14.8535;50.496;12.5306;39.7341;14.326;66.658;111.729;61.2295;55.0324;15.3791;50.9511;52.5595;178.854;178.576
106.5;20.9186;47.7399;15.7507;125.774;117.136;292.585;5780.45;5498.48;5376.64;73.5089;23.8337;4603.05;6276.45;340.943;242.051;159.605;200.844;22.6824;51.371;22.0003;5278.24;4942.6;3796.5;2473.93;2222.49;2168.33;795.809;692.299;1026.33;6926.26;11468.2;12139.4;249.543;340.356;265.274;162.913;150.147;179.555;39.1174;14.7644;49.1994;41.8147;13.6734;48.7145;47.1899;15.6782;50.3386;11.3687;40.488;14.878;66.606;112.609;62.1435;60.3861;14.4142;49.8127;52.2003;179.49;174.16
106.667;21.9095;48.7642;17.0488;122.115;113.681;274.255;5768.54;5522.87;5372.59;71.9525;23.7431;4582.26;6259.93;339.267;240.06;160.536;201.303;23.728;51.3736;21.7833;5302.44;4949.52;3806.39;2469.27;2217.9;2167.16;790.675;685.823;1030.29;6926.72;11490.2;12144.6;244.899;339.596;269.087;164.127;152.932;182.506;39.367;14.6263;49.956;40.8473;12.8004;48.3143;45.9101;15.6304;49.9971;11.8912;39.4642;15.425;66.7572;115.154;63.1889;56.5285;14.5773;51.2141;53.5838;174.05;175.444
106.833;20.7195;47.4172;16.9563;116.964;109.663;272.97;5781.42;5517.33;5383.65;69.8218;24.4125;4569.31;6230.79;335.641;235.94;158.899;203.379;24.1748;50.5633;21.3563;5308.15;4956.12;3818.88;2472.14;2207.47;2152.8;794.679;686.556;1034.39;6937.45;11431.2;12042.9;248.775;343.531;264.649;163.59;147.038;179.971;37.9577;15.6559;48.5539;40.778;13.9149;49.5365;46.1288;14.1934;50.7415;11.9773;39.7417;14.8068;68.3434;109.645;63.1084;56.7679;14.5093;48.0676;50.751;176.743;172.014
107;21.3782;49.2248;17.7644;112.811;105.343;266.081;5806.85;5516.5;5374.76;68.5136;23.6906;4521.56;6193.98;329.057;241.45;159.699;202.264;23.8147;51.3531;21.4913;5295.27;4967.95;3816.19;2461.4;2213.67;2160.96;785.673;688.212;1039.51;6927.62;11440.3;11982;249.477;338.821;268.817;163.04;150.934;181.387;38.685;15.7721;48.6589;40.2988;14.5456;48.9714;45.4159;14.4295;49.7206;12.4845;36.9981;15.4361;70.8294;111.036;62.8023;57.3996;14.8856;50.2282;50.5163;170.417;169.434
107.167;22.0659;48.3557;16.3532;108.325;104.697;253.2;5807.36;5541.14;5377.43;68.7083;22.7761;4524.03;6174.5;328.81;237.174;160.679;202.921;23.6358;50.4685;21.6335;5299.96;4958.6;3825.2;2450.01;2207.32;2175.77;784.681;691.026;1043.08;6941.42;11452.2;11887.3;247.529;339.546;266.289;161.677;148.919;181.428;39.321;15.4882;48.6167;42.2991;14.0602;47.685;47.3196;14.1561;50.5075;11.0852;38.3423;15.3374;68.9018;113.661;63.0879;54.7351;14.7184;47.7688;48.8129;168.64;166.922
107.333;21.0236;47.9791;17.176;101.731;99.955;243.965;5797.02;5519.95;5370.48;67.2091;23.3498;4479.65;6161.26;324.878;239.823;161.172;197.918;23.4065;50.5137;21.14;5296.51;4977.49;3828.71;2456.26;2189.18;2153.86;781.275;686.365;1035.81;6938.88;11368.1;11800.8;248.28;341.762;264.482;160.953;151.945;176.921;39.4498;16.084;48.3736;40.7111;14.615;49.2663;46.6985;14.4647;49.4303;11.5574;39.0113;15.7131;69.6852;114.172;63.5365;56.4855;14.4681;49.2826;48.3871;170.119;168.332
107.5;20.853;49.1932;17.3847;97.5472;99.3875;237.422;5803.91;5547.13;5388.43;65.8084;23.473;4458.78;6115.38;317.153;238.789;160.781;202.667;23.1475;49.7321;22.1461;5284.61;4984.29;3826.47;2446.88;2193.61;2144.06;784.434;685.239;1037.19;6959.59;11341.4;11750.8;246.503;337.184;261.206;165.77;149.753;181.949;38.5342;15.4617;48.3026;39.9752;14.665;49.1196;48.3311;14.9434;50.0744;12.0439;38.6173;15.7696;68.4461;114.351;61.0013;55.7445;15.0749;49.5331;49.2066;167.44;168.793
107.667;22.0458;47.0216;16.9806;95.5579;98.2967;228.524;5797.12;5553.42;5385.98;64.9597;21.6375;4430.63;6121.35;322.057;237.185;158.695;199.867;23.1091;50.4778;21.6848;5286.94;4979.67;3829.18;2448.44;2180.52;2137.97;780.538;682.389;1049.91;6941.18;11343.7;11658.9;245.938;341.829;263.367;166.314;151.668;176.969;39.1931;13.9688;49.0741;42.2293;13.8091;48.7246;45.9237;15.508;47.2704;12.1142;39.3984;15.9574;67.7034;113.576;64.137;54.5004;15.3797;48.6595;47.8064;167.02;166.133
107.833;22.0243;48.2052;16.7141;90.9764;93.6384;221.783;5829.29;5544.56;5389.57;65.0797;22.9196;4405.54;6044.86;315.915;238.384;157.267;198.605;22.6332;51.105;20.9045;5297.42;4961.59;3824.31;2445.67;2172.59;2130.92;783.014;689.542;1044.1;6957.52;11277.4;11588.5;247.177;337.108;268.482;163.939;151.832;178.56;39.5713;15.3826;49.0995;42.4452;14.433;49.2294;47.5559;14.6317;49.5368;11.591;38.6035;15.2502;69.3535;115.645;64.5212;55.3835;14.8565;49.0457;46.949;161.808;161.839
108;22.0275;49.222;17.6452;86.9004;88.7644;216.85;5809.75;5550.23;5401.31;64.5714;21.4584;4378.57;6018.92;318.908;237.422;159.282;199.46;23.4148;51.516;21.3825;5305.89;4987.53;3829.81;2433.91;2177.82;2126.65;782.972;683.568;1055.18;6983.88;11310.7;11530.4;247.734;342.009;263.275;162.05;149.657;183.061;39.523;15.5755;48.7601;42.2454;14.8104;47.6698;46.2936;15.5477;49.58;12.3692;38.7865;15.362;69.2372;112.602;61.6035;55.1351;15.2315;48.5477;46.6597;166.042;163.006
108.167;20.6459;48.501;18.1504;81.4775;88.1078;207.919;5807.95;5564.74;5368.46;61.0267;20.5375;4344.3;6028.96;313.373;234.252;160.124;200.684;21.1101;50.9021;21.4585;5294.74;4972.83;3834.63;2427.54;2167.05;2135.84;778.722;687.306;1051.93;6974.19;11312.8;11471.3;246.914;339.064;260.307;166.157;153.049;179.052;39.2846;14.7788;49.424;39.9954;14.4089;47.2447;45.4585;15.2327;48.6094;11.9935;37.9814;14.3652;69.1835;112.326;62.7471;56.7957;15.3462;48.8305;45.7611;161.925;162.636
108.333;20.1418;48.3376;16.6036;78.841;86.0391;202.705;5804.7;5568.51;5393.76;60.954;21.1086;4315.53;5987.27;308.065;237.109;159.334;198.278;23.3179;51.6059;21.6482;5291.67;5002.75;3847.26;2445.35;2161;2119.99;771.789;682.488;1052.72;7004.23;11299.1;11376.8;247.673;337.172;262.959;166.062;150.506;179.784;38.2854;15.7177;49.6342;41.0482;14.3844;47.8776;47.2655;14.1697;47.7181;12.5498;36.3448;15.5576;67.9708;111.643;64.3904;55.3145;14.9886;47.0397;45.5011;164.393;158.554
108.5;20.8963;48.6771;17.6144;74.901;84.9236;192.44;5857.01;5571.1;5410.03;60.7578;20.5506;4294.13;5937.27;305.109;235.142;159.155;200.29;23.6776;52.4865;21.4433;5293.98;4985.86;3833.41;2421.3;2167.89;2105.87;767.325;683.694;1053.52;7002.55;11300.5;11315.4;244.433;336.462;256.412;160.734;150.108;182.422;38.8305;15.1696;48.0599;40.3519;14.4393;47.1678;46.0378;15.3786;49.7578;11.8151;38.0833;16.0944;70.8569;113.726;64.5008;57.1499;15.0561;46.3829;44.2241;159.228;159.426
108.667;20.7085;49.2662;17.7771;71.7388;81.0991;184.976;5828.31;5574.07;5389.37;57.5964;20.9276;4291.18;5929.06;304.001;238.456;159.943;197.438;22.5644;49.7934;21.4823;5289.94;4976.27;3851.05;2427.33;2153.52;2098.16;769.217;684.302;1056.48;7016.92;11308.2;11223.6;246.246;334.529;262.292;164.511;150.231;179.907;39.0786;14.7842;48.7126;42.5167;13.7537;47.0354;46.8734;15.6894;49.0176;11.4724;39.3788;15.8998;69.4206;114.873;64.304;56.4872;14.7405;47.2959;44.9182;161.353;157.488
108.833;21.8227;48.6106;16.5446;68.0067;80.4736;181.56;5869.23;5582.39;5422.68;58.6017;21.2145;4252.12;5914.89;301.364;237.786;159.526;197.735;22.5767;50.0537;22.7075;5301.28;5006.32;3850.68;2435.47;2151.44;2095.01;769.452;687.076;1057.92;7026.82;11302;11301.2;246.715;332.951;260.758;162.598;153.276;183.092;39.4221;14.1869;47.5855;39.9191;13.3938;48.6462;46.0739;15.63;48.1712;11.2849;37.4921;14.9264;67.7413;115.046;62.6615;55.1937;15.2731;46.2301;43.4287;161.656;154.301
109;22.0543;46.5963;16.9693;66.2873;78.7827;170.4;5870.83;5599.4;5428.37;59.2293;20.2;4218.4;5861.54;297.671;236.058;157.882;199.35;23.0099;49.5859;22.1249;5336.47;5004.16;3844.57;2426.41;2134.72;2101.96;763.466;682.928;1059.03;7023.75;11261.6;11248.3;240.072;336.995;263.912;165.417;149.62;179.594;38.7878;15.1249;48.7267;40.9369;14.3508;46.8086;47.3134;13.8725;48.1533;11.9042;40.1949;16.0526;70.8739;116.371;65.7352;53.2308;14.4158;47.4874;43.953;161.706;156.058
109.167;21.2856;49.3999;16.4796;63.5752;77.5504;165.987;5862.78;5603.41;5399.27;58.8338;19.1193;4198.09;5854.64;295.098;237.056;159.143;198.207;22.6105;49.6968;21.5221;5335.63;4974.16;3856.87;2431.24;2135.65;2080.92;761.818;682.258;1058.73;7060.17;11254.1;11165.4;243.212;331.394;259.229;165.538;148.28;181.823;37.8446;15.3622;47.2569;40.2935;14.1527;49.6148;46.1915;13.7385;48.6262;11.6569;37.5616;14.1253;70.4077;111.172;63.6225;55.6436;14.3382;46.2616;42.4195;159.507;153.569
109.333;22.6382;48.0035;18.3718;60.8727;75.9736;158.749;5866.88;5622.79;5414.98;57.2655;20.6392;4157.77;5815.81;293.899;239.278;157.802;197.376;22.4071;52.1184;20.6936;5330.51;5002.77;3865.61;2423.23;2140.53;2074.94;765.334;688.246;1062.16;7065.27;11228.3;11081.4;245.402;329.145;261.738;165.531;150.941;179.055;40.4568;14.7228;48.2835;40.1329;14.8637;48.3544;48.3348;14.2246;50.1798;11.1589;37.1871;15.3017;71.7761;111.939;67.8921;55.6372;15.1631;46.7007;42.2387;160.414;153.308
109.5;21.4664;49.9587;17.2601;59.5659;74.3956;152.12;5885.2;5608.96;5411.37;56.9729;18.18;4142.49;5781.41;292.512;237.238;157.426;198.681;23.3498;51.3285;22.725;5337.29;5004.15;3848.62;2427.57;2127.51;2071.44;760.464;687.57;1064.71;7068.5;11172.3;11054.5;239.677;335.619;261.487;165.071;148.882;182.62;38.5653;16.0436;49.1751;40.6229;14.5261;47.4161;45.5488;13.4128;50.2585;12.0977;38.3434;15.6561;72.6575;113.615;64.1129;53.5676;14.4819;43.9994;42.0197;156.077;148.553
109.667;21.5753;47.9422;17.2922;55.4037;73.7243;146.336;5869.91;5605.31;5393.08;55.2364;18.62;4109.1;5762.55;291.036;234.694;156.213;198.517;22.5155;50.562;21.5138;5341.76;4986.56;3856.53;2422.75;2125.32;2061.24;752.453;688.998;1069.31;7080.21;11184.2;10984.8;241.621;336.317;261.61;164.876;149.644;179.548;37.2707;15.3101;48.2403;40.6682;14.0817;49.5479;47.1513;13.9839;49.2928;12.0918;38.3606;15.5356;71.0439;112.655;64.6484;55.8062;14.3808;46.2505;41.6721;156.666;152.077
109.833;20.952;48.4994;18.1913;52.9176;69.4058;142.43;5881.79;5641.85;5414.49;53.8523;18.6481;4093.29;5741.27;282.685;234.82;157.669;196.544;22.683;50.9521;21.1843;5329.74;5012.41;3855.71;2406.55;2117.21;2054;758.489;687.645;1074.74;7127.16;11182.1;10955.2;240.38;334.073;258.246;163.658;150.331;178.796;39.2375;14.8698;48.9593;39.8061;13.494;49.0672;47.231;13.985;50.5256;11.7087;38.3702;15.3645;70.1443;113.037;64.2953;56.0176;15.0856;45.5954;40.7343;152.194;147.462
110;21.196;48.248;17.9463;51.7763;71.2564;134.524;5881.84;5616.34;5450.84;53.378;19.3108;4062.47;5696.83;279.274;232.962;158.782;199.576;23.213;48.5644;21.2108;5338.53;5014.96;3870.84;2405.44;2105.09;2049.62;756.61;687.888;1075.29;7102.6;11194.5;10855.4;236.448;337.003;256.816;163.424;151.805;180.907;38.6867;14.9047;49.5059;40.1225;14.0555;49.3518;46.738;14.5921;51.7829;11.4717;38.8697;15.3567;69.8007;111.202;65.6005;53.7521;13.6781;45.3916;38.6618;154.612;146.312
110.167;21.6514;47.5679;17.4402;50.3407;70.0988;129.513;5863.48;5628.61;5408.96;52.6201;19.6722;4047.08;5692.12;285.138;238.159;156.669;195.143;23.3656;50.6834;22.1667;5361.01;4981.01;3859.71;2399.03;2109.08;2040.12;754.622;684.663;1068.65;7138.02;11251.1;10806.3;238.503;332.12;260.527;165.824;153.579;177.86;39.7681;14.766;49.4997;39.456;14.4834;47.643;46.2277;15.0169;51.3275;12.524;37.9657;14.1796;72.2147;113.811;64.7477;57.4598;14.2713;45.9333;41.2951;152.816;149.597
110.333;20.8367;47.3936;17.2671;48.1321;69.7341;125.849;5909.86;5668.03;5429.71;53.5929;17.5113;4009.77;5650.57;279.915;234.297;162.337;195.987;25.2711;49.2978;21.544;5331.76;4997.74;3868.61;2400.1;2094.73;2034.06;750.744;689.386;1068.04;7126.38;11219.3;10744.3;242.285;333.241;261.969;168.234;147.199;179.478;38.0604;14.7362;48.2741;40.1438;14.9877;47.8099;45.3313;14.0002;53.4121;12.1811;37.6164;16.1942;73.0862;114.226;65.779;55.4291;13.7917;44.3375;40.3316;152.693;142.902
110.5;20.7941;49.9266;17.1399;46.8616;67.2915;119.322;5900.26;5644.01;5435.27;52.8363;18.6517;3989.42;5626.44;276.56;235.862;158.725;203.113;22.7203;50.143;22.067;5366.59;5000.7;3878.44;2398.82;2089.22;2024.63;743.464;687.6;1074.91;7130.6;11211.3;10692.7;239.914;336.431;260.427;165.272;150.526;178.422;39.3303;15.0971;50.1096;39.5416;13.8699;48.8469;46.3776;14.2168;51.4641;12.2102;37.9608;15.4664;71.8236;113.31;65.8166;56.4148;15.0482;45.0136;40.2642;149.195;143.521
110.667;21.4406;48.4185;17.7754;43.3741;65.1197;114.211;5917.58;5654.23;5406.59;53.5297;18.5745;3956.4;5600.46;277.153;237.111;158.755;194.18;22.4142;51.0274;21.9206;5377.14;4973.67;3872.22;2393.65;2080.16;2023.12;743.788;689.476;1077.65;7155.57;11187.1;10626.1;236.033;329.938;261.575;163.171;152.616;180.095;39.5708;14.2588;49.2921;40.5302;14.1273;48.152;47.2817;13.9783;51.8585;11.9774;37.4578;15.2245;70.8556;113.448;66.736;56.6054;14.7468;45.3968;39.4623;153.357;141.583
110.833;21.7259;49.5044;16.3017;42.7448;66.1263;109.47;5929.02;5673.14;5447.71;50.773;18.0253;3940.38;5557.86;267.541;233.517;156.572;195.555;22.191;50.4709;22.03;5359.31;5002.24;3878.06;2383.43;2087.01;2010.44;739.525;684.287;1072.55;7152.02;11164.3;10606;239.475;333;257.311;165.219;150.808;180.081;38.2311;15.541;47.1905;40.7342;14.3286;48.1014;46.29;14.9428;51.4514;12.0496;37.6646;14.79;74.6092;112.324;66.5117;55.3587;14.8332;43.5753;38.5015;150.271;140.211
111;21.8193;48.6871;17.7663;41.2503;65.392;107.32;5905.62;5649.63;5437.28;50.6849;17.8007;3902.32;5532.91;268.965;236.283;159.945;193.48;22.7454;51.4894;21.2204;5371.13;4989.26;3880.33;2391.82;2074.47;1994.74;737.728;684.58;1077.49;7189.2;11143.9;10547.9;237.364;327.736;258.042;164.344;149.568;181.681;40.6394;16.707;49.4261;40.977;14.2845;48.5462;47.1761;15.3235;49.3979;11.2154;38.726;14.0445;74.5844;112.904;66.7197;54.1662;13.6472;43.1169;38.7758;147.113;139.699
111.167;21.008;49.9036;16.8819;38.9266;61.3151;104.116;5917.36;5667.53;5415.62;52.2915;17.6736;3872.19;5502.71;266.569;235.005;157.282;195.673;23.361;51.3062;21.1569;5378.2;4977.78;3886.48;2377.39;2073.14;2003.77;740.563;686.18;1075.75;7188.91;11146.4;10478.2;238.648;324.254;258.793;163.085;151.293;174.665;41.115;15.5707;49.5433;40.6022;13.5412;49.9439;47.3338;15.1594;51.6213;11.8507;38.3934;15.4811;72.8549;114.926;66.5975;54.9633;13.7375;42.9621;37.4917;146.43;137.979
111.333;19.9884;49.5281;17.6949;36.4847;63.44;97.4805;5932.03;5667.8;5456.89;50.5925;18.312;3857.78;5465.18;266.408;232.967;157.802;196.905;22.7124;50.873;21.3918;5387.64;5006.56;3888.07;2373.62;2061.45;2002.96;734.927;678.334;1083.76;7189.95;11229.7;10452.5;237.348;327.277;255.946;166.261;152.055;177.779;39.4243;15.6146;48.6479;43.7695;13.2916;48.4699;47.3795;14.027;50.6289;12.1159;38.3417;15.0278;74.7249;112.449;65.9745;56.7106;13.6923;43.0372;37.5167;144.154;135.645
111.5;21.3402;47.938;16.1576;34.3766;63.162;92.7397;5936.06;5685.27;5437.45;50.6184;17.4228;3809.97;5447.28;259.711;232.57;157.815;197.111;23.5349;51.346;21.8642;5378.73;4995.99;3900.91;2382.89;2056.41;1980.63;736.094;690.371;1081.88;7218.92;11252.2;10370;234.873;326.848;257.614;164.424;152.199;177.822;39.839;15.4983;47.6451;40.3405;13.4124;49.3347;47.8038;14.7891;49.4685;11.392;38.8403;15.7973;72.5387;112.685;67.0788;56.6424;14.1904;43.9799;36.1889;146.266;136.18
111.667;21.7079;48.3974;17.6104;33.3963;63.6872;87.6192;5927.02;5690.63;5433.75;51.0228;18.4938;3773.4;5397.92;254.33;233.306;156.389;194.183;23.5402;51.0383;21.8121;5383.73;4994.84;3886.97;2372.39;2046.54;1977.58;730.25;685.658;1074.22;7225.74;11255.5;10326.4;234.684;331.331;256.178;165.869;151.878;177.431;38.5025;14.6697;49.457;40.5355;13.8116;48.3573;46.9551;14.5274;47.0364;11.9368;40.1407;14.3676;73.673;113.011;65.4855;56.6891;14.2692;42.2503;36.071;143.707;135.262
111.833;21.1613;49.5215;17.6441;31.7815;60.7651;86.1851;5929.56;5712.45;5446.69;49.1906;18.2111;3760.12;5373.37;254.069;235.205;161.745;196.851;22.376;49.798;21.659;5386.93;4999.23;3891.15;2357.63;2043.05;1956.02;722.033;692.076;1075.31;7239.49;11204.1;10293.8;234.705;326.171;258.261;163.84;155.532;177.079;39.4346;13.8867;49.6056;41.5716;14.2482;47.8742;47.5964;14.5322;50.9733;11.6527;38.2098;14.6553;74.765;112.765;65.7695;55.9677;13.4405;44.8894;35.6489;145.686;134.797
112;21.0285;48.6036;18.1425;31.6298;62.3566;81.5207;5923.48;5695;5440.11;50.668;17.3377;3739.72;5342.41;256.346;231.716;160.898;193.005;22.3109;49.5978;20.4686;5380.23;5006.96;3906.62;2364.51;2048.76;1951.21;727.418;688.654;1077.79;7251.99;11224.4;10239;235.188;331.144;258.124;161.822;153.486;177.293;39.4278;14.6042;48.765;41.0086;14.9232;50.6922;48.333;15.3049;51.0126;12.0111;39.0569;14.6677;73.8506;112.279;67.2826;54.9471;13.5168;43.4051;35.1413;141.26;131.888
112.167;21.5163;49.0882;17.4221;29.9286;59.6301;80.2646;5955.49;5700.73;5419.06;50.2018;16.8709;3699.47;5325.28;252.504;234.189;159.144;194.055;23.5151;51.0185;20.162;5396.22;4995.44;3899.69;2349.85;2024.89;1947.55;730.901;684.85;1083.66;7246.16;11215.1;10168.1;232.61;331.091;257.093;164.566;153.278;182.329;39.72;15.5319;49.1033;40.2183;13.178;48.9208;48.6437;15.697;50.1191;11.4863;39.4686;14.6329;73.1598;112.128;67.7384;55.8829;14.3457;43.3492;37.1485;138.868;132.634
112.333;21.6361;49.8773;16.1398;30.8324;58.2462;75.3714;5967.31;5726.51;5456.25;50.066;16.5677;3671.86;5293.96;248.865;232.006;158.905;196.01;23.2237;48.3618;22.2658;5395.64;5016.31;3902.31;2338.76;2024.06;1935.71;723.888;685.272;1085.82;7266.22;11243.4;10180.5;230.316;327.843;256.609;167.701;153.474;179.425;39.1829;15.4332;48.6706;41.1795;13.639;49.5436;46.9095;14.9366;49.8211;11.3595;38.7379;15.6241;75.1105;113.866;68.974;55.102;14.4986;44.1537;35.6093;138.159;128.977
112.5;21.6575;48.3665;17.1926;27.4758;58.7022;72.8152;5938.12;5696.31;5431.2;49.9165;17.9001;3649.02;5255.68;247.564;229.948;158.634;193.689;22.4307;50.2835;22.0946;5396.08;5021.57;3886.75;2351.42;2019.74;1934.77;724.555;685.012;1090.19;7291.81;11245.1;10084.6;231.039;327.266;255.711;164.751;155.523;179.721;40.4039;15.6601;49.5618;41.2603;14.1475;48.2438;48.0008;14.4596;51.5879;12.2257;38.2607;14.9159;73.664;114.159;67.6877;55.6597;14.5437;43.3999;33.2449;140.209;128.179
112.667;21.6738;49.2277;17.2722;27.3436;59.4118;68.8985;5938.04;5711.5;5445.67;48.4437;17.2609;3615.95;5216.37;245.218;231.854;159.345;198.01;23.2959;51.9384;21.3802;5411.68;5021.63;3910.85;2342.99;2016.7;1929.63;719.314;682.622;1084.38;7296.28;11184.4;10075.7;233.402;327.764;254.616;162.788;152.69;177.595;40.0837;15.5514;49.4744;40.324;13.7543;49.4104;47.938;15.0097;50.1695;12.091;38.2939;15.6984;73.8918;114.358;68.3199;58.1999;14.1673;42.7953;34.282;138.522;126.421
112.833;22.0055;49.9615;17.1863;25.9281;57.885;69.3125;5966;5724.97;5451.24;46.9009;17.7812;3590.07;5196.77;245.551;230.749;157.325;195.185;24.1685;51.595;21.3943;5386.23;5037.53;3904.6;2325.06;2016.01;1917.43;716.074;676.013;1077.65;7307;11184.1;10002.7;232.3;325.547;255.319;163.08;153.694;178.08;40.4429;15.8117;48.4471;40.2979;14.2954;47.3904;47.6238;14.5343;51.9272;11.763;38.186;16.1072;73.7679;116.248;69.1285;55.1625;14.3125;42.6111;34.9492;137.089;126.5
113;20.7178;47.7883;17.0446;24.9285;59.0139;65.0658;5963.73;5716.74;5433.88;48.3487;17.1336;3569.95;5189.82;241.453;236.011;157.96;195.485;24.1911;52.027;21.8126;5388.16;5026.59;3906.75;2323.29;1999.26;1900.97;711.842;689.536;1089.69;7309.49;11206.6;9954;232.971;323.955;255.482;163.985;153.618;179.99;38.8505;15.7618;48.7629;39.8581;14.4332;49.165;48.8547;15.2924;51.0535;11.6147;38.7027;15.8883;73.0452;113.223;68.403;58.0946;13.9169;42.3895;34.5155;136.089;122.437
113.167;21.0743;47.9986;17.8232;24.1324;56.5027;59.8545;5972;5746.54;5450.87;48.6678;16.5948;3542.7;5150.31;245.373;234.912;156.659;195.34;22.5492;50.4842;21.2868;5410.88;5022.44;3908.58;2330.54;2002.11;1900.03;715.67;684.365;1084.62;7342.18;11235.2;9909.81;231.247;323.299;251.245;164.513;156.684;177.825;41.2304;15.8362;49.4965;40.9554;14.0039;47.6286;46.8358;14.8652;48.8942;11.9183;38.7458;16.1766;75.0253;113.02;68.2547;56.7967;13.934;41.9413;34.2787;137.614;123.352
113.333;20.9527;48.618;16.9915;23.3864;58.7117;61.4094;5970.01;5757.43;5438.3;47.2959;17.3335;3519.96;5115.08;240.481;231.694;157.196;194.309;23.2578;50.2033;21.9665;5402.96;5048.95;3918.04;2317.83;1997.8;1887.06;710.85;677.872;1087.61;7318.85;11194.9;9889.19;228.152;327.03;253.528;165.246;154.95;176.39;39.7791;15.193;49.9517;41.4229;13.5773;47.8154;47.3873;14.8378;48.4595;11.8073;38.861;15.6047;75.3981;114.036;70.1569;56.6;13.9721;42.9146;33.8646;133.91;122.575
113.5;20.8336;50.0138;16.5508;24.0719;57.8126;56.7739;5977.19;5757.03;5453.16;47.2684;16.8889;3489.11;5085.24;238.695;229.901;156.175;192.361;23.3155;51.1285;21.8066;5419.37;5038.43;3919.96;2323.02;1990.13;1893.7;703.344;682.353;1083.69;7349.27;11206.7;9819.67;230.98;325.214;249.221;163.415;154.332;176.586;40.3337;16.1362;48.7113;40.3906;14.7707;51.292;46.5532;14.224;50.1327;12.1248;38.9178;15.1703;74.6387;115;69.0372;55.9501;13.6446;42.049;33.4405;135.944;119.463
113.667;22.1787;48.6247;17.3743;22.385;55.666;55.6411;5966.64;5745.2;5458.55;47.5361;16.4308;3445.82;5062.69;233.732;239.117;158.022;192.294;22.6059;51.656;23.1428;5411.81;5045.89;3925.51;2312.01;1989.27;1874.85;711.137;682.988;1084.92;7383.35;11245;9825.13;228.02;324.058;251.985;164.55;154.634;179.732;39.8641;15.7075;48.8578;41.299;15.0521;49.8431;46.3043;14.8628;49.7093;12.2846;38.8946;15.3533;75.1564;114.667;67.0973;56.0459;13.9175;43.5416;32.3385;133.397;119.948
