Time,20210309_SKNAS_PER2_1,20210309_SKNAS_PER2_2,20210309_SKNAS_PER2_3,20220614_GIMEN_PER2_1,20220614_GIMEN_PER2_2,20220614_GIMEN_PER2_3,20230815_CLBGA_PER2_1,20230815_CLBGA_PER2_2,20230815_CLBGA_PER2_3,20230815_IMR5_PER2_1,20230815_IMR5_PER2_2,20230815_IMR5_PER2_3,20230815_NGP_PER2_1,20230815_NGP_PER2_2,20230815_NGP_PER2_3,20230815_SKNSH_PER2_1,20230808_CLBGA_PER2_1,20230808_CLBGA_PER2_2,20230808_CLBGA_PER2_3,20230808_NGP_PER2_1,20230808_NGP_PER2_2,20230808_NGP_PER2_3,20230808_SKNAS_PER2_1,20230808_SKNAS_PER2_2,20230808_SKNSH_PER2_1,20230808_SKNSH_PER2_2,20230808_SKNSH_PER2_3,20220705_GIMEN_PER2_1,20220705_GIMEN_PER2_2,20220705_GIMEN_PER2_3,20220705_Kelly_PER2_1,20220705_Kelly_PER2_2,20220705_Kelly_PER2_3,20220705_SY5Y_PER2_1,20220705_SY5Y_PER2_2,20220628_Kelly_PER2_1,20220628_Kelly_PER2_2,20220628_Kelly_PER2_3,20210601_SY5Y_PER2_1,20210601_SY5Y_PER2_2,20210601_SY5Y_PER2_3,20210309_IMR5_PER2_1,20210309_IMR5_PER2_2,20210309_IMR5_PER2_3,20250617_SKNBE2_PER2_1,20250617_SKNBE2_PER2_2,20250617_SKNBE2_PER2_3
73.3333,56.5739,22.7603,63.2523,187.137,238.292,233.483,2290.65,2034.42,1926.9,517.939,526.836,686.234,17880.1,16483.5,16721.6,1646.92,1834.31,1560.12,1314.37,18491.4,10318.5,10335.5,1635.99,2567.56,1223.9,1025.8,1364.94,141.446,199.319,134.396,10.302,36.6088,14.4792,739.812,464.691,23.1282,61.4647,29.2973,57.2125,25.6584,74.7697,134.738,341.344,199.321,1873.68,6891.75,6061.04
73.5,56.5317,24.0378,60.971,185.172,239.791,234.064,2303.14,2038.68,1928.58,524.511,532.166,689.6,17734.6,16307.1,16655.3,1643.97,1831.85,1555.47,1313.23,18430.3,10346,10239.6,1636.56,2583.81,1224.16,1028.44,1375.04,140.747,199.492,134.394,10.742,38.3097,14.3508,726.293,452.385,23.4523,62.2265,28.0959,54.2578,26.0286,77.9021,132.968,340.82,200.689,1877.3,6918.25,6073.57
73.6667,57.6452,23.1039,63.4471,182.93,237.284,233.691,2309.54,2042.01,1942.57,514.794,523.226,694.83,17665.2,16200.4,16647.1,1637.18,1844.16,1555.1,1311.29,18513.8,10337.5,10318.5,1656.6,2584.84,1225.56,1024.08,1368.41,142.303,197.581,132.039,11.2338,37.0931,12.8898,708.734,440.422,24.0519,62.3565,28.9173,56.323,25.8214,76.9253,135.435,342.431,196.706,1809.99,6972.09,6091.45
73.8333,57.5679,22.2718,60.4043,186.96,237.464,234.713,2322.84,2051.19,1938.78,524.013,531.332,694.991,17601.7,16141.2,16627.5,1645.41,1841.49,1559.07,1314.77,18519.5,10364.9,10219.5,1655.25,2597.86,1213.69,1019.17,1365.5,143.836,197.306,131.412,10.9116,36.5385,14.0041,698.003,431.996,24.061,61.1178,28.2299,55.662,25.0335,76.2123,134.739,342.036,204.197,1802.02,6970.37,6093.19
74,58.0414,22.7515,59.9,184.848,234.739,235.686,2319.11,2061.75,1951.06,522.55,529.908,696.129,17549.5,15999,16572.4,1633.52,1850.54,1569.93,1320.89,18557,10416.5,10282.3,1662.42,2602.89,1209.05,1015.69,1361.44,142.659,196.089,132.986,10.3414,36.8037,13.4516,686.232,416.404,23.8229,60.7251,28.2986,56.5257,24.7512,77.7436,135.886,349.387,203.542,1801.52,7017.78,6120.84
74.1667,59.065,22.5534,60.5322,184.02,237.31,233.1,2330.8,2050.26,1947.78,524.851,533.732,694.632,17440.3,15796.8,16392,1644.03,1847.17,1573.4,1313.55,18556.9,10439.5,10344.1,1652.39,2620.39,1211,1015.45,1362.74,141.199,196.715,132.196,10.1387,36.9885,13.3501,672.204,401.524,23.9019,59.0861,29.4312,55.2594,26.0218,78.2256,136.507,349.427,202.636,1710.95,7049.48,6116.74
74.3333,58.194,22.8033,61.2189,184.217,229.886,231.983,2338.93,2068.06,1950.54,527.505,534.605,699.176,17475.8,15639.2,16248.4,1643.54,1851.81,1580.94,1324.23,18602,10472,10318.2,1672.32,2621.49,1213.4,1019.25,1356.47,140.487,196.345,130.176,9.88786,36.3207,13.9318,657.632,391.86,22.8249,60.7877,28.7866,55.7484,25.6809,74.6861,135.444,342.702,203.171,1785.39,7064.42,6135.5
74.5,57.0667,23.1624,62.229,185.839,233.514,236.082,2330.68,2075.99,1965.67,525.41,534.719,702.302,17452.2,15412.3,16211.4,1651.55,1871.54,1576.21,1320.71,18586.6,10497.9,10338.4,1676.23,2643.01,1203.75,1004.87,1356.56,140.396,196.448,132.938,10.8475,36.4985,13.3337,648.623,373.729,23.3309,63.3729,30.4206,58.8447,25.7127,76.3727,136.355,344.167,207.438,1686.66,7106.39,6153.11
74.6667,59.74,22.7067,64.1745,182.597,229.723,238.487,2335.51,2066.27,1965.86,528.609,534.917,706.108,17425.3,15310,16345.9,1636.82,1857.53,1589.46,1334.57,18588.9,10527.6,10313.5,1685.93,2640.19,1207.34,1015.18,1351.6,138.145,197.609,131.334,10.2779,35.6953,14.2188,634.152,366.838,23.4681,61.8839,28.5125,57.8611,26.4802,76.3053,135.562,343.001,207.351,1670.53,7143.65,6154.05
74.8333,57.7272,23.6656,62.2639,182.236,235.205,234.926,2350.9,2079.05,1965.75,531.008,535.79,702.973,17491.9,15193.8,16462.3,1652.39,1854.43,1588.61,1330.2,18692.8,10565.7,10397,1692.46,2655.28,1202.8,1012.55,1343.89,140.291,195.968,131.468,10.4669,38.6171,13.4613,622.161,352.266,23.3161,59.0563,30.064,55.4084,24.6483,74.0682,136.872,345.393,206.01,1644.71,7144.98,6162.78
75,58.2734,22.2235,62.4469,184.839,230.457,237.389,2353.01,2090.82,1962.04,531.001,537.695,699.204,17263.4,15183.3,16621.2,1646.36,1862.56,1585.69,1322.86,18693.3,10592.6,10430.2,1697.37,2661.91,1197.44,1004.51,1339.58,136.85,195.526,129.253,10.4705,35.391,13.7569,608.221,338.276,23.1562,58.9671,29.2648,56.3673,27.0317,74.6811,136.55,346.853,210.083,1597.46,7166.15,6159.21
75.1667,57.8347,24.1163,61.4282,183.242,233.741,237.006,2352.62,2093.64,1967.88,532.53,541.82,706.712,16939.6,15094.9,16545.9,1645.86,1870.79,1599.95,1322.59,18742,10593.7,10471.6,1699.29,2669.09,1196.82,1011.49,1338.76,139.296,196.311,131.101,10.8719,36.653,13.1833,601.76,329.792,23.28,61.5511,28.9306,57.3618,25.9246,75.3581,137.862,344.283,209.752,1689.92,7201.69,6183.9
75.3333,57.7586,23.0719,62.7632,182.092,235.303,236.28,2367.37,2097.99,1977.67,534.763,536.063,710.888,16687,14986.5,16446.9,1648.18,1867.39,1607.55,1322.95,18717,10609.6,10459.7,1708.35,2673.24,1201.11,995.867,1343.32,135.559,197.658,128.291,11.1151,38.0966,14.197,587.782,318.081,23.6952,59.7828,29.0673,57.5527,26.0995,77.5474,138.44,351.609,209.319,1578.35,7236.18,6211.68
75.5,56.2747,23.157,64.1393,180.958,230.56,234.742,2384.43,2102.2,1992.33,531.089,544.401,707.916,16564.4,14948.5,16587,1641.61,1867.19,1605.04,1324.02,18734.8,10680.5,10447.5,1709.07,2703.14,1192.97,1011.34,1346.45,138.617,196.038,129.792,10.858,35.1256,13.9241,578.145,307.853,22.5975,61.0115,27.815,56.7997,26.1278,78.0471,139.665,349.605,212.898,1629.07,7261.82,6222.51
75.6667,55.4363,22.0467,59.4318,180.952,229.066,231.669,2376.49,2103.97,1977.15,535.949,547.594,711.975,16413.1,14895,16492.2,1651.57,1874.43,1601.73,1335.15,18712.9,10680.5,10494,1716.68,2691.45,1189.35,1004.46,1349.5,139.183,194.14,126.411,11.1752,37.697,13.9399,570.561,293.713,22.8928,59.9077,29.2655,55.6788,26.3514,75.8329,138.209,352.494,210.069,1524.16,7280.99,6232.43
75.8333,58.031,23.4269,61.7483,180.876,229.776,233.207,2383.88,2111.75,1983.23,536.738,544.619,703.257,16377.4,14829,16455.6,1665.44,1850.8,1602.85,1323.58,18804.5,10730.9,10452.5,1719.25,2728.08,1191.38,1010.69,1341.37,136.198,196.494,126.575,10.6872,37.6561,13.3702,550.714,285.9,23.3568,59.6948,28.483,56.7711,26.5263,75.3273,139.223,353.406,215.438,1555.73,7314.54,6236.61
76,58.8176,23.0522,61.5147,177.13,229.554,234.997,2404.42,2121.48,1997.13,542.829,549.533,714.566,16386.8,14684,16411.5,1657.1,1840.38,1612.69,1332.92,18734.7,10783.6,10440,1723.89,2733.82,1191.43,1002.07,1339.24,136.563,193.409,129.381,11.2334,36.746,13.4081,546.934,282.118,22.396,59.7617,28.0927,58.103,25.7264,77.8542,137.083,349.038,215.924,1463.03,7334.5,6270.88
76.1667,56.1762,22.9557,64.2955,180.994,228.08,232.608,2398.64,2131.8,1998.8,533.744,547.477,720.42,16347.7,14578.6,16193.9,1655.36,1843.55,1612.25,1331.82,18862.1,10803.2,10444.9,1737.58,2735.46,1183.93,1003.78,1331.4,135.738,192.67,128.659,11.1633,39.0749,14.0788,529.806,264.026,21.9509,59.5066,27.9716,58.7939,26.8638,78.8556,137.427,347.617,215.933,1416.4,7387.94,6287.33
76.3333,56.572,23.0922,61.6318,177.798,227.627,234.434,2407.06,2132.62,2003.29,536.69,550.813,714.248,16162.2,14413.2,15961.5,1653.29,1854.8,1618.7,1321.44,18892.1,10856.2,10454.5,1734.42,2756.46,1186.17,996.732,1334.45,136.751,193.116,130.259,10.8991,37.9566,14.1149,519.316,253.431,23.8709,60.8213,28.1095,58.0797,26.5529,76.4988,139.246,354.388,217.601,1417.65,7384.14,6290.5
76.5,57.824,23.4579,59.6729,180.26,222.519,233.093,2420.74,2125.07,2000.65,540.701,552.581,724.383,16039.6,14313.2,15776.7,1645.74,1851.54,1613.79,1327.72,18930.3,10890.3,10422.3,1753.27,2760.14,1182.96,1010.76,1329.39,135.022,193.093,126.742,11.3527,36.0702,14.4046,514.084,247.296,22.6517,58.7955,27.5339,55.7627,26.1048,81.7756,138.068,354.701,220.612,1524.57,7426.23,6321.2
76.6667,58.3438,22.7822,61.3372,176.791,227.811,236.5,2415.11,2130.07,2010.47,541.141,558.021,724.467,15936.9,14149.6,15468.3,1648.54,1881.7,1627.7,1323.99,19014.8,10924.1,10455.2,1746.95,2771.35,1170.27,1000.2,1318.12,132.39,194.94,128.598,10.403,37.2325,14.4205,503.977,240.239,22.7387,58.7369,28.1347,56.5258,27.4806,78.4155,140.927,352.387,219.266,1320.43,7460.27,6351.92
76.8333,56.9146,22.8901,62.8003,176.501,228.041,238,2426.99,2147.33,2011.52,543.152,554.01,722.544,15752.3,14004.1,15261.9,1662.6,1899.87,1634.32,1329.88,18965.1,10989.9,10447.5,1758.06,2780.99,1180.45,1001.87,1330.17,135.807,191.063,125.396,10.6581,37.1234,13.1539,487.913,228.255,22.5332,59.672,27.9709,57.7208,26.9491,76.4032,142.575,358.538,220.022,1332.64,7453.26,6360.11
77,57.3262,23.4258,62.9663,176.57,222.635,237.805,2428.97,2133.38,2010.55,539.293,553.334,719.12,15617.2,13882.9,15536.9,1663.54,1880.95,1628.72,1332.85,19042.8,11016.8,10483.3,1757.39,2784.84,1174.28,996.517,1321.06,134.655,186.929,127.916,10.7268,35.2082,13.5209,480.532,217.802,23.1488,61.2869,27.5191,58.4183,26.6976,77.5764,138.01,357.176,219.566,1344.93,7466.06,6374.14
77.1667,56.5625,22.4505,63.2098,175.128,224.219,239.118,2433.89,2154.89,2017.88,540.065,552.869,727.341,15498.6,13751.4,15537.8,1651.27,1872.61,1626.83,1325.09,19151.1,11037.4,10454.1,1762.3,2798.14,1165.84,995.744,1326.32,132.141,187.351,126.947,11.3587,36.3387,14.4656,466.968,212.276,22.3876,59.1542,29.4046,57.3768,27.7394,78.5552,143.506,354.877,220.839,1298.19,7510.59,6393.28
77.3333,57.2071,23.5718,61.8594,176.505,225.609,235.935,2431.18,2150.59,2031.04,549.65,552.504,731.825,15360,13706.4,15591,1671.12,1875.13,1638.92,1339.27,19206.7,11070.1,10471.4,1775.85,2809.95,1179.73,1000.81,1322.68,133.751,192.253,124.036,10.6355,37.045,13.1448,461.828,200.825,23.3251,59.6666,28.1142,56.8785,26.8322,76.3194,142.983,354.229,220.624,1307.48,7525.68,6412.51
77.5,57.4385,22.7001,61.3712,175.069,223.519,232.241,2436.94,2145.84,2018.92,546.021,561.361,731.093,15306.9,13628,15574.2,1671.2,1889.12,1635.66,1335.67,19219.5,11110.6,10434.3,1781.7,2820.68,1175.4,997.211,1321.12,131.584,189.801,125.879,10.14,37.1571,14.4917,451.824,193.852,23.1583,58.737,27.4982,57.2203,25.9722,77.7239,142.981,361.752,220.204,1264.16,7541.77,6433.23
77.6667,56.7333,23.6883,61.6041,173.584,221.312,234.359,2452.7,2151.94,2027.09,545.495,560.777,727.115,15151.7,13518,15551,1677.45,1871.61,1641.83,1331.77,19198.2,11164.3,10456.6,1776.22,2809.16,1173.14,997.136,1326.78,132.614,190.279,123.11,11.2313,36.1309,14.1889,438.408,185.823,22.7384,57.7259,28.9945,59.1907,27.4963,77.6418,143.188,358.237,218.782,1379.01,7548.49,6417.61
77.8333,56.3565,22.4237,62.3855,173.444,221.651,234.55,2437.94,2149.71,2019.97,547.04,556.774,724.054,15010.4,13397.6,15553.3,1671.31,1868.29,1642.68,1331.53,19218.3,11186.2,10403.6,1787.34,2828.63,1166.76,1000.06,1322.29,133.188,189.318,126.908,9.55786,36.1814,13.7245,425.028,177.171,22.269,59.8797,28.9203,58.0034,26.8354,76.4745,144.23,363.213,220.146,1235.84,7594.1,6455.63
78,58.2478,23.1231,62.9646,175.177,218.825,232.146,2455.01,2142.41,2023.8,550.236,555.059,730.351,14945.1,13369.3,15500.9,1675.18,1856.41,1651.59,1340.84,19316.8,11191.1,10421.2,1803.65,2851.74,1170.74,994.248,1317.83,132.597,190.387,124.302,10.3513,36.9261,13.8641,419.177,171.21,21.7889,59.6526,27.7073,57.5307,25.9802,77.5889,143.421,360.127,222.917,1173.34,7614.22,6469.24
78.1667,59.5641,23.0372,64.2947,171.855,224.476,232.055,2459.76,2163.37,2039.07,549.925,561.436,728.322,14808.1,13280.8,15383.8,1676.79,1840.84,1644.39,1331.09,19279.3,11266,10466.8,1797.44,2851.79,1161.09,1001.6,1330.05,130.436,189.434,124.966,10.5363,36.2042,13.8116,405.895,163.486,22.5884,59.0036,28.9861,58.2315,27.0149,76.2182,144.478,364.225,223.096,1164.06,7618.37,6493.68
78.3333,56.7644,23.3462,63.8709,172.098,221.198,233.058,2466.36,2157.7,2033.56,548.895,562.872,731.468,14660.1,13169.1,15522.4,1676.14,1845.44,1658.66,1332,19349.5,11311.4,10431.8,1807.58,2863.66,1160.05,1001.73,1323.97,130.012,188.063,127.026,10.9858,37.6839,13.1897,395.809,156.841,22.2853,58.2215,29.1216,57.7941,26.2195,76.7559,143.353,357.014,222.382,1196.92,7628.41,6515.59
78.5,55.5124,23.6188,63.2329,171.921,220.947,232.195,2472.56,2155.43,2030.26,552.695,560.7,737.342,14534.5,13018.8,15468,1676.32,1848.7,1647.76,1333.9,19414.1,11334,10484.3,1824.78,2872.51,1163.69,1000.39,1322.58,133.293,189.613,124.365,10.7034,37.5571,14.0283,385.824,150.239,21.5266,58.329,27.1866,57.4517,27.0002,76.1721,144.637,359.94,223.604,1183.93,7639.9,6527.46
78.6667,59.2071,23.2414,62.4162,172.065,215.664,234.488,2471.85,2162.28,2032,555.178,562.507,737.627,14322.7,12948.5,15367.7,1689.13,1848.51,1662.61,1331.25,19410,11400.7,10522.5,1827.96,2879.47,1166.89,1003.79,1321.27,135.388,185.975,124.623,10.8254,35.7303,14.4888,383.754,144.404,21.9342,59.8899,27.9526,59.2603,26.8037,76.5183,146.303,361.911,225.473,1050.98,7667.65,6559.08
78.8333,57.7561,23.701,60.9252,170.246,216.63,231.834,2481.71,2157.04,2027.86,555.867,562.962,736.695,14180.3,12817.6,15334.6,1676.02,1859.91,1661.01,1332.81,19409.6,11417.5,10550.2,1836.61,2892.85,1163.09,1000.2,1318.35,131.675,185.8,126.519,10.8426,35.2699,13.6669,372.004,138.542,22.1387,60.4647,26.3412,56.6427,26.3507,76.1435,150.479,364.112,224.309,1083.87,7663.86,6554.75
79,58.6201,23.3831,61.7779,167.379,215.994,228.155,2483.7,2158.41,2037.97,555.95,560.554,736.043,14109.1,12705.6,15166.5,1683.42,1855.64,1667.71,1340.56,19495.7,11429.1,10540.2,1837.14,2891.77,1157.68,1003.54,1310.45,129.248,186.686,124.64,11.4706,36.3725,13.826,362.374,133.594,22.7626,58.358,27.2449,59.7354,25.9959,76.8089,148.054,362.748,224.727,1144,7675.33,6564.04
79.1667,59.0132,22.6385,62.2299,167.174,214.03,231.802,2481.91,2160.46,2044.45,562.752,557.34,746.511,13942.2,12652.1,15047.1,1684.97,1861.2,1670.11,1346.44,19580.2,11523.6,10506.4,1840.23,2893.88,1163.5,992.538,1301.66,129.195,187.409,124.116,10.5846,37.8034,13.8213,352.376,126.361,22.8859,56.619,27.4925,59.3406,25.5682,77.2535,148.888,363.649,222.712,1037.45,7705.76,6581.63
79.3333,59.7817,21.8404,61.82,169.338,214.564,233.467,2496.45,2162.96,2042.16,557.909,561.92,740.189,13823.3,12543.5,14947.1,1680.99,1855.11,1665.53,1334.04,19606.8,11525.9,10468.2,1851.51,2940.36,1154.96,1003.21,1311.35,130.962,189.954,123.36,10.6165,34.6555,14.0685,341.277,124.521,22.6051,58.9195,27.7486,59.8345,27.0753,79.9418,148.045,365.062,228.105,1035.39,7698.17,6597.03
79.5,57.4867,22.995,62.1961,169.158,215.731,232.126,2497.88,2180.35,2042.4,557.355,564.804,746.743,13742.9,12398.7,14824,1686.5,1865.2,1662.24,1351.8,19702,11556.6,10418.1,1851.08,2909.9,1157.35,1002.61,1316,128.939,188.22,126.187,10.2041,36.3663,13.4388,336.621,120.249,22.3084,58.6064,26.5613,58.3411,26.4348,80.335,147.162,369.928,226.537,1011.36,7711.28,6623.42
79.6667,58.67,23.3247,62.7035,168.25,214.144,234.325,2497.66,2166.53,2048.9,556.977,558.988,743.009,13600.7,12260.4,14661.3,1670.82,1870.31,1676.41,1342.23,19684.7,11583.1,10403.6,1870.38,2937.6,1160.01,999.478,1314.13,131.281,187.01,124.043,10.4822,36.4357,14.5545,321.762,114.054,21.6274,57.1676,26.2574,58.4408,26.9374,78.0602,150.369,365.964,223.74,1009.57,7711.67,6650.04
79.8333,58.5412,22.4918,63.2638,165.331,213.359,230.22,2484.05,2167.93,2054.11,558.152,563.211,741.065,13407.9,12113.6,14558,1692.23,1893.21,1672.15,1341.45,19718.4,11618.6,10395.1,1863.03,2953.15,1157.1,1004.65,1314.94,131.612,186.94,123.502,10.7592,35.7699,13.7134,313.887,107.214,21.8028,57.8611,28.0591,60.7415,27.1711,79.6718,150.081,364.421,227.151,998.055,7715.87,6638.68
80,59.8122,24.6499,61.9086,168.06,211.295,229.718,2511.6,2181.93,2057.64,555.715,567.99,747.336,13322.6,11980.6,14405.7,1693.26,1888.93,1674.63,1342.84,19722.9,11657.1,10483.8,1875.64,2956.36,1153.72,1005.98,1310.71,130.966,182.285,122.588,11.0206,37.0605,13.3746,310.343,103.992,21.9159,56.7515,28.1986,59.1855,27.0075,78.785,150.315,366.255,225.874,1016.8,7738.98,6671.34
80.1667,58.2762,22.6257,64.9865,167.599,211.593,229.319,2506.49,2167.38,2055.78,564.508,566.797,744.523,13157.8,11885.4,14240.1,1695.28,1885.01,1674.98,1349.64,19876.2,11676.3,10461.5,1877.54,2977.98,1147.2,1007.34,1314.29,129.809,186.823,125.803,10.4356,36.3288,13.7933,303.184,101.972,21.4947,56.7645,25.6746,61.144,27.0473,78.4028,150.714,367.782,229.028,915.908,7734.17,6691.79
80.3333,58.3551,23.4327,62.1596,168.725,207.395,232.318,2510.37,2176.22,2060.74,570.417,561.537,750.388,13001,11769.6,14100,1703.98,1885.45,1681.18,1335.39,19783.1,11727.9,10414.2,1880.86,2980.39,1150.69,997.43,1304.96,130.193,181.89,121.365,9.8806,36.7096,13.9265,290.274,96.35,20.3709,56.7468,27.467,59.167,27.1412,77.0662,151.177,370.658,225.771,919.88,7733.22,6700.96
80.5,58.372,22.0436,61.5378,164.308,205.012,227.141,2520.22,2171.44,2057.89,559.432,566.96,757.902,12909.2,11738.4,13953.5,1691.36,1850.17,1675.93,1340.3,19914.7,11784.8,10414.1,1896.34,2998.31,1150.7,1005.77,1306.83,127.303,182.852,123.353,10.6872,36.3125,14.8912,283.599,94.8198,20.7346,58.7836,27.3759,59.1656,27.5527,79.2759,150.418,371.677,229.302,926.162,7748.45,6719.23
80.6667,58.1964,22.048,60.6886,164.694,207.195,228.726,2520.4,2172.12,2045.47,567.608,558.232,748.329,12793.2,11669.2,13845.3,1707.8,1825.85,1679.66,1346.35,19930.7,11769.5,10403.3,1899.4,3018.03,1146.29,1004.28,1314.52,127.738,189.824,124.714,10.1407,36.5315,14.1759,273.667,90.8895,20.7179,56.6193,27.1112,60.0946,27.861,78.2634,150.177,370.052,226.903,849.315,7770.92,6723.88
80.8333,57.7768,22.4997,62.6901,160.688,208.297,226.957,2515.09,2185.21,2046.14,569.97,556.518,748.193,12718.2,11594.9,13770.8,1702.26,1835.95,1692.41,1342.89,19985.6,11834.8,10467.3,1912,2994.96,1153.16,1001.65,1309.81,129.582,180.981,127.609,9.81282,36.2992,13.3554,265.945,90.4937,21.0311,56.6474,26.8524,60.8503,28.5344,78.4432,151.747,370.756,227.157,995.659,7766.5,6733.29
81,57.3071,23.0663,62.1742,162.059,207.517,224.141,2514.88,2179.26,2052.61,565.585,564.71,751.96,12620.2,11433.8,13642.8,1696.55,1841.27,1697.03,1339.63,19981,11860,10471,1916.76,3003.97,1149,1004.08,1301.55,130.345,185.343,124.354,11.2447,33.7706,13.5537,259.357,82.9811,21.9576,58.9696,28.1337,60.0109,28.1329,80.3857,154.309,370.252,225.116,878.35,7761.48,6759.26
81.1667,57.1206,24.1519,61.4797,161.1,201.958,228.896,2542.92,2185.56,2055.68,570.939,557.643,754.947,12495.1,11291.9,13502.1,1698.41,1849.6,1685.56,1342.21,20058.3,11921.6,10495.9,1917.19,3030.37,1147.86,997.852,1311.18,128.84,184.053,123.538,10.7098,37.9229,13.9929,249.42,83.4222,21.6962,56.1132,27.0519,60.5904,28.0393,80.5736,153.258,370.807,228.45,833.887,7734.34,6765.31
81.3333,58.3677,23.5872,62.2469,160.38,204.559,226.879,2534.1,2187.84,2043.28,571.451,560.641,755.953,12363.5,11211.9,13382.1,1694.05,1884.88,1696.58,1338.1,20141.3,11908.2,10565.3,1936.43,3047.5,1141.03,1007.19,1307.02,130.215,184.32,124.42,10.7615,36.572,15.2761,243.464,78.6941,21.4427,57.5987,28.3115,59.6402,28.768,80.6803,156.481,375.29,229.062,817.621,7738.44,6759.09
81.5,57.5817,23.0196,61.7479,159.038,202.255,223.492,2528.63,2190.56,2050.88,573.475,560.872,755.389,12300.7,11095.4,13233.5,1704.77,1870.46,1691.41,1343.32,20192.2,11906.7,10575,1927.28,3063.33,1147.07,1006.52,1305.15,126.956,182.696,124.649,10.514,36.0897,14.1626,235.301,78.0042,21.3654,55.7128,26.6109,59.5799,28.1463,79.6135,156.566,368.861,227.937,907.891,7747.69,6790.59
81.6667,56.2627,23.5762,62.248,159.424,204.161,227.175,2533.73,2198,2054.77,575.049,558.405,750.928,12179.1,10968.1,13124,1696.8,1855.56,1691.96,1340.65,20160.8,11996.8,10597,1942.14,3083.55,1142.36,1002.66,1308.62,130.269,188.411,123.753,10.915,37.3248,13.9824,227.463,74.6645,20.567,58.2604,26.7839,59.5911,26.3681,81.2549,152.649,369.664,227.534,792.723,7738.67,6780.58
81.8333,57.2929,22.4627,63.8215,158.787,201.912,225.536,2538.89,2184.96,2067.63,569.884,553.828,757.219,12053.4,10820.5,13028,1701.09,1843.57,1703.65,1337.02,20280.3,12009.2,10602.1,1947.35,3076.07,1137.68,1009.53,1305.98,128.886,184.011,125.545,10.3345,37.8983,13.9277,222.608,71.8961,20.4323,57.4772,27.6777,59.7902,27.6179,81.244,155.188,374.338,228.147,764.446,7739.01,6812.04
82,58.3456,22.9632,61.5034,156.713,202.225,225.565,2538.29,2202.5,2070.95,568.22,556.133,759.136,11945.8,10739.1,12847.4,1700.83,1852.46,1708.1,1344.24,20281.5,12032.9,10643.1,1945.22,3093.46,1145.11,1002.02,1301.12,127.779,184.939,124.405,10.5093,36.9409,13.7521,211.419,70.94,21.1088,56.2286,26.6603,60.0268,27.4891,79.3306,154.743,372.749,228.757,771.304,7758.42,6784.93
82.1667,57.4887,23.1647,63.4077,157.98,200.575,224.211,2531.68,2195.14,2074.64,571.817,553.117,760.684,11849,10645,12696,1701.64,1868.44,1712.64,1334.11,20394.8,12090,10692.7,1954.42,3096.18,1146.06,1011.31,1306.5,126.901,182.166,125.058,10.0246,36.4673,13.4249,206.447,69.5337,20.6909,56.1509,26.7538,60.5466,27.5379,77.6474,156.971,373.563,227.806,763.541,7760.2,6804.08
82.3333,58.3108,23.9593,62.2517,155.834,202.504,226.613,2544.76,2198.47,2074.08,573.262,559.137,759.102,11726.4,10523.1,12548.4,1691.5,1876.46,1706.07,1343.68,20436.6,12105.2,10790.5,1965.8,3102.03,1152.4,1001.19,1303.93,129.316,182.459,125.135,10.5957,36.5933,14.6214,201.241,68.4236,20.7334,57.5115,26.7862,61.8641,27.9417,79.4752,159.048,374.876,229.498,804.918,7715.56,6833.38
82.5,58.0069,22.5154,60.5077,157.477,200.332,226.066,2551.09,2188.92,2081.81,570.772,553.01,756.674,11602.2,10417,12448,1702.11,1856.79,1702.35,1334.94,20359.6,12155,10771.5,1957.57,3128.45,1141.55,1003.48,1305.03,124.549,181.728,121.507,10.0647,36.8357,14.1991,193.554,64.4598,21.1313,56.363,27.0049,62.1621,27.3312,80.1597,156.884,378.114,231.63,719.942,7719.44,6845
82.6667,57.084,23.0606,62.3253,156.522,196.36,219.105,2558.95,2194.28,2074.54,576.054,552.873,760.117,11424.1,10328.2,12257,1700.4,1833.92,1715.68,1333.65,20487.2,12147.5,10907.9,1968.43,3131.14,1138.21,1010.75,1301.29,129.127,183.596,123.67,11.0602,36.836,14.4564,184.38,62.7061,20.2713,54.0263,26.6897,59.6008,27.6576,81.4411,158.681,375.571,231.152,761.286,7702.03,6827.17
82.8333,56.8984,24.1896,64.2,154.026,200.508,222.009,2558.59,2197.46,2076.11,569.807,550.952,761.467,11267.2,10233.7,12125,1697.11,1863.52,1716.35,1340.72,20439.4,12171.3,10860.6,1998.93,3139.76,1151.45,1004.19,1307.25,126.965,184.431,125.022,11.1879,35.1898,13.7598,180.188,61.2427,19.638,57.0426,26.027,61.4242,28.2216,81.8904,155.645,374.162,235.974,750.656,7683.52,6844.75
83,59.4905,23.1261,63.0958,151.175,198.239,223.702,2543.82,2179.75,2085.66,578.031,550.346,757.307,11164.2,10167.1,12041.4,1694.6,1850.15,1717.78,1337.29,20445.4,12210,10901.7,1985.48,3143.52,1145.17,1001.5,1309.84,128.406,180.28,123.581,10.4554,36.422,14.3174,174.288,58.4078,20.2404,56.048,25.8189,62.4081,28.0244,79.392,157.705,376.775,227.252,717.093,7673.18,6873.58
